analysis	correlation_type	network_pair	condition_contrast	n	mean_delta_fisher_z	sd_delta_fisher_z	sem_delta_fisher_z	t_1sample	p_signflip_two_sided	n_permutations
smith09_denoised	full	auditory__right-fpn	both-minus-mean-rtpj-vlpfc	27	-0.04066015687	0.1852453286	0.03565048012	-1.140522	0.2688673113	100000
smith09_denoised	full	dmn__auditory	both-minus-sham	27	-0.03646294955	0.2075198087	0.03993720581	-0.9130070272	0.3662363376	100000
smith09_denoised	full	dmn__auditory	both-minus-rtpj	27	0.02637096419	0.1620323289	0.03118313624	0.8456803058	0.4039359606	100000
smith09_denoised	full	dmn__auditory	both-minus-vlpfc	27	-0.01913989059	0.1639105512	0.03154460028	-0.6067564786	0.5513644864	100000
smith09_denoised	full	dmn__auditory	rtpj-minus-vlpfc	27	-0.04551085479	0.148110221	0.02850382531	-1.596657792	0.1220487795	100000
smith09_denoised	full	dmn__auditory	rtpj-minus-sham	27	-0.06283391374	0.1909863026	0.03675533107	-1.709518372	0.09845901541	100000
smith09_denoised	full	dmn__auditory	vlpfc-minus-sham	27	-0.01732305896	0.1952226498	0.03757061647	-0.4610799765	0.6479435206	100000
smith09_denoised	full	dmn__auditory	both-minus-mean-rtpj-vlpfc	27	0.003615536809	0.1451771773	0.02793936081	0.1294065685	0.8993710063	100000
smith09_denoised	full	dmn__ecn	both-minus-sham	27	0.01232661937	0.1645328581	0.0316643633	0.3892899804	0.6991330087	100000
smith09_denoised	full	dmn__ecn	both-minus-rtpj	27	-0.009643730511	0.178162212	0.03428733368	-0.2812621886	0.7783922161	100000
smith09_denoised	full	dmn__ecn	both-minus-vlpfc	27	-0.01565196198	0.1485360159	0.02858576959	-0.5475438377	0.588904111	100000
smith09_denoised	full	dmn__ecn	rtpj-minus-vlpfc	27	-0.00600823147	0.157403093	0.03029223938	-0.1983422683	0.8446215538	100000
smith09_denoised	full	dmn__ecn	rtpj-minus-sham	27	0.02197034989	0.134344434	0.02585459838	0.8497656613	0.4036559634	100000
smith09_denoised	full	dmn__ecn	vlpfc-minus-sham	27	0.02797858136	0.1541159533	0.02965962904	0.9433220261	0.354496455	100000
smith09_denoised	full	dmn__ecn	both-minus-mean-rtpj-vlpfc	27	-0.01264784625	0.1439042302	0.02769438201	-0.4566935722	0.6498735013	100000
smith09_denoised	full	dmn__left-fpn	both-minus-sham	27	0.01101613343	0.1716247246	0.03302919364	0.3335271684	0.7418125819	100000
smith09_denoised	full	dmn__left-fpn	both-minus-rtpj	27	0.01988098454	0.1777415273	0.03420637287	0.5812070346	0.565504345	100000
smith09_denoised	full	dmn__left-fpn	both-minus-vlpfc	27	-0.002249685139	0.1720752094	0.03311588949	-0.06793370715	0.9463105369	100000
smith09_denoised	full	dmn__left-fpn	rtpj-minus-vlpfc	27	-0.02213066968	0.1368122136	0.02632952278	-0.840526806	0.4065659343	100000
smith09_denoised	full	dmn__left-fpn	rtpj-minus-sham	27	-0.008864851109	0.159593356	0.03071375569	-0.2886280401	0.7751222488	100000
smith09_denoised	full	dmn__left-fpn	vlpfc-minus-sham	27	0.01326581857	0.1753941943	0.03375462843	0.3930073944	0.6983730163	100000
smith09_denoised	full	dmn__left-fpn	both-minus-mean-rtpj-vlpfc	27	0.008815649712	0.161001766	0.03098480432	0.2845152618	0.7763322367	100000
smith09_denoised	full	dmn__right-fpn	both-minus-sham	27	-0.04398928883	0.2171603737	0.04179253341	-1.052563347	0.3062669373	100000
smith09_denoised	full	dmn__right-fpn	both-minus-rtpj	27	-0.003490005253	0.1927688122	0.03709837521	-0.09407434242	0.9256607434	100000
smith09_denoised	full	dmn__right-fpn	both-minus-vlpfc	27	0.02166331529	0.233249868	0.04488895803	0.4825978647	0.6305736943	100000
smith09_denoised	full	dmn__right-fpn	rtpj-minus-vlpfc	27	0.02515332054	0.2197212705	0.04228537823	0.5948467674	0.5556144439	100000
smith09_denoised	full	dmn__right-fpn	rtpj-minus-sham	27	-0.04049928357	0.1787469151	0.03439985985	-1.177309552	0.2490475095	100000
smith09_denoised	full	dmn__right-fpn	vlpfc-minus-sham	27	-0.06565260412	0.1447656942	0.02786017085	-2.356504003	0.0265297347	100000
smith09_denoised	full	dmn__right-fpn	both-minus-mean-rtpj-vlpfc	27	0.009086655021	0.1836118154	0.03533611036	0.2571492711	0.7987420126	100000
smith09_denoised	full	dmn__sensorimotor	both-minus-sham	27	0.03050551179	0.1487775684	0.02863225638	1.065424652	0.2941370586	100000
smith09_denoised	full	dmn__sensorimotor	both-minus-rtpj	27	0.04793079722	0.1417052112	0.02727118061	1.757562238	0.08976910231	100000
smith09_denoised	full	dmn__sensorimotor	both-minus-vlpfc	27	0.02672059726	0.1563768977	0.03009474799	0.8878824064	0.383596164	100000
smith09_denoised	full	dmn__sensorimotor	rtpj-minus-vlpfc	27	-0.02121019996	0.1581514556	0.03043626182	-0.6968727004	0.4919250807	100000
smith09_denoised	full	dmn__sensorimotor	rtpj-minus-sham	27	-0.01742528544	0.1710060485	0.03291012939	-0.5294809155	0.601103989	100000
smith09_denoised	full	dmn__sensorimotor	vlpfc-minus-sham	27	0.003784914525	0.1737993451	0.03344769956	0.113159188	0.9101408986	100000
smith09_denoised	full	dmn__sensorimotor	both-minus-mean-rtpj-vlpfc	27	0.03732569724	0.1265467494	0.02435393327	1.532635276	0.1379486205	100000
smith09_denoised	full	ecn__left-fpn	both-minus-sham	27	-0.01097652513	0.1742888196	0.03354189897	-0.3272481722	0.7441425586	100000
smith09_denoised	full	ecn__left-fpn	both-minus-rtpj	27	-0.01695442736	0.168573303	0.03244194728	-0.5226081902	0.6074139259	100000
smith09_denoised	full	ecn__left-fpn	both-minus-vlpfc	27	-0.001693064578	0.1661678344	0.03197901463	-0.05294298768	0.957300427	100000
smith09_denoised	full	ecn__left-fpn	rtpj-minus-vlpfc	27	0.01526136277	0.1443730712	0.02778461051	0.5492739503	0.5857141429	100000
smith09_denoised	full	ecn__left-fpn	rtpj-minus-sham	27	0.005977902223	0.1482937726	0.02853914984	0.2094632201	0.8359816402	100000
smith09_denoised	full	ecn__left-fpn	vlpfc-minus-sham	27	-0.009283460557	0.1650608346	0.03176597244	-0.2922454389	0.7694623054	100000
smith09_denoised	full	ecn__left-fpn	both-minus-mean-rtpj-vlpfc	27	-0.009323745965	0.1510081385	0.02906152981	-0.3208277756	0.7515124849	100000
smith09_denoised	full	ecn__right-fpn	both-minus-sham	27	-0.1057260333	0.2140579016	0.04119546237	-2.566448518	0.008379916201	100000
smith09_denoised	full	ecn__right-fpn	both-minus-rtpj	27	-0.05478057948	0.1788097085	0.03441194445	-1.59190596	0.1246887531	100000
smith09_denoised	full	ecn__right-fpn	both-minus-vlpfc	27	-0.1171108402	0.2056899356	0.03958504657	-2.9584616	0.005969940301	100000
smith09_denoised	full	ecn__right-fpn	rtpj-minus-vlpfc	27	-0.06233026072	0.1531644628	0.02947651461	-2.114573638	0.0460095399	100000
smith09_denoised	full	ecn__right-fpn	rtpj-minus-sham	27	-0.05094545385	0.1295880397	0.02493922987	-2.042783763	0.05139948601	100000
smith09_denoised	full	ecn__right-fpn	vlpfc-minus-sham	27	0.01138480687	0.1466044534	0.02821404021	0.4035156535	0.6870931291	100000
smith09_denoised	full	ecn__right-fpn	both-minus-mean-rtpj-vlpfc	27	-0.08594570985	0.1768496327	0.03403472767	-2.525235714	0.013099869	100000
smith09_denoised	full	lateral-visual__auditory	both-minus-sham	27	-0.01728534334	0.2063491002	0.03971190285	-0.4352685744	0.6698533015	100000
smith09_denoised	full	lateral-visual__auditory	both-minus-rtpj	27	-0.02445066519	0.2060372435	0.03965188601	-0.616633095	0.5545544545	100000
smith09_denoised	full	lateral-visual__auditory	both-minus-vlpfc	27	-0.01418192985	0.1933468899	0.03720962632	-0.381136046	0.7098529015	100000
smith09_denoised	full	lateral-visual__auditory	rtpj-minus-vlpfc	27	0.01026873534	0.1471790896	0.028324629	0.362537329	0.7140328597	100000
smith09_denoised	full	lateral-visual__auditory	rtpj-minus-sham	27	0.00716532185	0.1860665528	0.03580852479	0.2001010065	0.8406515935	100000
smith09_denoised	full	lateral-visual__auditory	vlpfc-minus-sham	27	-0.003103413496	0.1867503106	0.03594011403	-0.0863495729	0.9310606894	100000
smith09_denoised	full	lateral-visual__auditory	both-minus-mean-rtpj-vlpfc	27	-0.01931629752	0.1857464984	0.03574693029	-0.5403624132	0.602603974	100000
smith09_denoised	full	lateral-visual__dmn	both-minus-sham	27	0.001032956032	0.215986286	0.04156658012	0.02485063792	0.9806301937	100000
smith09_denoised	full	lateral-visual__dmn	both-minus-rtpj	27	0.04045571289	0.1938297927	0.03730256101	1.084529099	0.2894371056	100000
smith09_denoised	full	lateral-visual__dmn	both-minus-vlpfc	27	-0.002937804647	0.2008181221	0.03864746562	-0.07601545405	0.9395406046	100000
smith09_denoised	full	lateral-visual__dmn	rtpj-minus-vlpfc	27	-0.04339351753	0.1889362142	0.03636079138	-1.193415101	0.2407875921	100000
smith09_denoised	full	lateral-visual__dmn	rtpj-minus-sham	27	-0.03942275685	0.1959004585	0.03770106081	-1.045667045	0.3049469505	100000
smith09_denoised	full	lateral-visual__dmn	vlpfc-minus-sham	27	0.00397076068	0.1940356521	0.03734217866	0.1063344674	0.9179108209	100000
smith09_denoised	full	lateral-visual__dmn	both-minus-mean-rtpj-vlpfc	27	0.01875895412	0.1732764557	0.03334706945	0.5625368113	0.5793642064	100000
smith09_denoised	full	lateral-visual__ecn	both-minus-sham	27	0.06056079686	0.2284185433	0.04395916915	1.377660179	0.1868681313	100000
smith09_denoised	full	lateral-visual__ecn	both-minus-rtpj	27	0.01928539821	0.1824233129	0.03510738294	0.5493259992	0.5899741003	100000
smith09_denoised	full	lateral-visual__ecn	both-minus-vlpfc	27	0.09694419215	0.2310359594	0.04446289112	2.180339373	0.0240597594	100000
smith09_denoised	full	lateral-visual__ecn	rtpj-minus-vlpfc	27	0.07765879394	0.2153153929	0.04143746668	1.874120214	0.07187928121	100000
smith09_denoised	full	lateral-visual__ecn	rtpj-minus-sham	27	0.04127539864	0.1524252754	0.02933425793	1.407071512	0.1727682723	100000
smith09_denoised	full	lateral-visual__ecn	vlpfc-minus-sham	27	-0.03638339529	0.1875574431	0.03609544675	-1.00797742	0.3224667753	100000
smith09_denoised	full	lateral-visual__ecn	both-minus-mean-rtpj-vlpfc	27	0.05811479517	0.1781509478	0.03428516589	1.695041971	0.09764902351	100000
smith09_denoised	full	lateral-visual__left-fpn	both-minus-sham	27	-0.01913092527	0.1582980055	0.03046446537	-0.6279750864	0.5384346157	100000
smith09_denoised	full	lateral-visual__left-fpn	both-minus-rtpj	27	-0.007113809451	0.1355426831	0.02608520152	-0.2727143758	0.7874421256	100000
smith09_denoised	full	lateral-visual__left-fpn	both-minus-vlpfc	27	0.02749753127	0.1265397202	0.02435258051	1.129142403	0.2650773492	100000
smith09_denoised	full	lateral-visual__left-fpn	rtpj-minus-vlpfc	27	0.03461134073	0.1423077992	0.02738714872	1.263780362	0.2184578154	100000
smith09_denoised	full	lateral-visual__left-fpn	rtpj-minus-sham	27	-0.01201711582	0.159698765	0.03073404165	-0.3910034338	0.6971230288	100000
smith09_denoised	full	lateral-visual__left-fpn	vlpfc-minus-sham	27	-0.04662845654	0.1476969007	0.02842428179	-1.640444493	0.1141088589	100000
smith09_denoised	full	lateral-visual__left-fpn	both-minus-mean-rtpj-vlpfc	27	0.01019186091	0.1101325676	0.02119502251	0.4808610564	0.6338936611	100000
smith09_denoised	full	lateral-visual__right-fpn	both-minus-sham	27	-0.01676279491	0.2224554913	0.04281157926	-0.391548156	0.7057729423	100000
smith09_denoised	full	lateral-visual__right-fpn	both-minus-rtpj	27	-0.02286282378	0.208446	0.0401154514	-0.5699256266	0.5721642784	100000
smith09_denoised	full	lateral-visual__right-fpn	both-minus-vlpfc	27	0.01722085415	0.1962025958	0.03775920717	0.4560703319	0.6851631484	100000
smith09_denoised	full	lateral-visual__right-fpn	rtpj-minus-vlpfc	27	0.04008367792	0.1920533807	0.03696069035	1.084494839	0.2880371196	100000
smith09_denoised	full	lateral-visual__right-fpn	rtpj-minus-sham	27	0.006100028862	0.1549969921	0.02982918503	0.2044986766	0.8402415976	100000
smith09_denoised	full	lateral-visual__right-fpn	vlpfc-minus-sham	27	-0.03398364906	0.1293347454	0.02489048335	-1.365327004	0.1827781722	100000
smith09_denoised	full	lateral-visual__right-fpn	both-minus-mean-rtpj-vlpfc	27	-0.002820984818	0.1781894259	0.034292571	-0.08226227242	0.9371906281	100000
smith09_denoised	full	lateral-visual__sensorimotor	both-minus-sham	27	-0.003830849896	0.2106818817	0.04054574704	-0.09448216338	0.9250507495	100000
smith09_denoised	full	lateral-visual__sensorimotor	both-minus-rtpj	27	0.0281893958	0.2236939844	0.04304992736	0.6548070468	0.5169848302	100000
smith09_denoised	full	lateral-visual__sensorimotor	both-minus-vlpfc	27	0.004338962261	0.1593417885	0.0306653415	0.141494014	0.88800112	100000
smith09_denoised	full	lateral-visual__sensorimotor	rtpj-minus-vlpfc	27	-0.02385043353	0.1724955471	0.03319678352	-0.7184561577	0.47599524	100000
smith09_denoised	full	lateral-visual__sensorimotor	rtpj-minus-sham	27	-0.0320202457	0.125865642	0.02422285411	-1.321902265	0.1980680193	100000
smith09_denoised	full	lateral-visual__sensorimotor	vlpfc-minus-sham	27	-0.008169812163	0.1725933142	0.03321559881	-0.2459631154	0.8097219028	100000
smith09_denoised	full	lateral-visual__sensorimotor	both-minus-mean-rtpj-vlpfc	27	0.01626417902	0.1739992059	0.03348616279	0.4856984995	0.6314236858	100000
smith09_denoised	full	occipital-pole__auditory	both-minus-sham	27	0.04877433594	0.2502121569	0.04815335204	1.012895964	0.3709762902	100000
smith09_denoised	full	occipital-pole__auditory	both-minus-rtpj	27	0.01674407735	0.2276332492	0.04380803923	0.3822147177	0.7062829372	100000
smith09_denoised	full	occipital-pole__auditory	both-minus-vlpfc	27	0.04405905366	0.2534391089	0.04877437925	0.9033237191	0.4330656693	100000
smith09_denoised	full	occipital-pole__auditory	rtpj-minus-vlpfc	27	0.02731497631	0.2291513554	0.0441001989	0.6193844244	0.5420145799	100000
smith09_denoised	full	occipital-pole__auditory	rtpj-minus-sham	27	0.0320302586	0.2345072919	0.04513094936	0.7097182545	0.4839651603	100000
smith09_denoised	full	occipital-pole__auditory	vlpfc-minus-sham	27	0.004715282293	0.1763503153	0.03393863399	0.1389355356	0.8918310817	100000
smith09_denoised	full	occipital-pole__auditory	both-minus-mean-rtpj-vlpfc	27	0.0304015655	0.2118880674	0.04077787759	0.7455406533	0.4915750842	100000
smith09_denoised	full	occipital-pole__dmn	both-minus-sham	27	0.03676099251	0.1800492519	0.03465049468	1.060908159	0.2977470225	100000
smith09_denoised	full	occipital-pole__dmn	both-minus-rtpj	27	-0.01495403101	0.1261975028	0.02428672074	-0.6157287008	0.5391446086	100000
smith09_denoised	full	occipital-pole__dmn	both-minus-vlpfc	27	-0.007826133902	0.145671872	0.02803456484	-0.2791601706	0.7813721863	100000
smith09_denoised	full	occipital-pole__dmn	rtpj-minus-vlpfc	27	0.007127897107	0.1304014179	0.02509576458	0.2840278918	0.7760122399	100000
smith09_denoised	full	occipital-pole__dmn	rtpj-minus-sham	27	0.05171502352	0.1673592646	0.03220830549	1.60564248	0.122798772	100000
smith09_denoised	full	occipital-pole__dmn	vlpfc-minus-sham	27	0.04458712642	0.1573717708	0.03028621141	1.472192273	0.1558484415	100000
smith09_denoised	full	occipital-pole__dmn	both-minus-mean-rtpj-vlpfc	27	-0.01139008246	0.1196742226	0.02303131488	-0.4945476415	0.6230937691	100000
smith09_denoised	full	occipital-pole__ecn	both-minus-sham	27	0.07604860085	0.2056774694	0.03958264743	1.921261103	0.06270937291	100000
smith09_denoised	full	occipital-pole__ecn	both-minus-rtpj	27	0.04403463643	0.1616758811	0.03111453782	1.415243147	0.1700182998	100000
smith09_denoised	full	occipital-pole__ecn	both-minus-vlpfc	27	0.02742028456	0.2319537134	0.04463951297	0.614260388	0.5827541725	100000
smith09_denoised	full	occipital-pole__ecn	rtpj-minus-vlpfc	27	-0.01661435188	0.1460543733	0.02810817725	-0.5910860648	0.5620343797	100000
smith09_denoised	full	occipital-pole__ecn	rtpj-minus-sham	27	0.03201396442	0.1559694804	0.03001634049	1.066551215	0.2925870741	100000
smith09_denoised	full	occipital-pole__ecn	vlpfc-minus-sham	27	0.0486283163	0.1271542889	0.02447085431	1.987193242	0.05695943041	100000
smith09_denoised	full	occipital-pole__ecn	both-minus-mean-rtpj-vlpfc	27	0.03572746049	0.1861124334	0.0358173545	0.9974902108	0.3509864901	100000
smith09_denoised	full	occipital-pole__lateral-visual	both-minus-sham	27	0.04199028285	0.273279411	0.05259264717	0.798405958	0.4957550424	100000
smith09_denoised	full	occipital-pole__lateral-visual	both-minus-rtpj	27	0.02787790185	0.1815295659	0.03493538124	0.797984761	0.434195658	100000
smith09_denoised	full	occipital-pole__lateral-visual	both-minus-vlpfc	27	0.04802919011	0.2247627532	0.04325561203	1.110357428	0.3043569564	100000
smith09_denoised	full	occipital-pole__lateral-visual	rtpj-minus-vlpfc	27	0.02015128825	0.1827206493	0.03516460535	0.5730560049	0.5724642754	100000
smith09_denoised	full	occipital-pole__lateral-visual	rtpj-minus-sham	27	0.014112381	0.2218763568	0.04270012477	0.3304997604	0.7573524265	100000
smith09_denoised	full	occipital-pole__lateral-visual	vlpfc-minus-sham	27	-0.006038907255	0.178371769	0.03432766295	-0.1759195569	0.8626713733	100000
smith09_denoised	full	occipital-pole__lateral-visual	both-minus-mean-rtpj-vlpfc	27	0.03795354598	0.1827263811	0.03516570843	1.079277161	0.305396946	100000
smith09_denoised	full	occipital-pole__left-fpn	both-minus-sham	27	-0.05908732546	0.1381424219	0.0265855215	-2.222537762	0.0330596694	100000
smith09_denoised	full	occipital-pole__left-fpn	both-minus-rtpj	27	-0.03988340801	0.1427978854	0.02748146586	-1.451283866	0.1571884281	100000
smith09_denoised	full	occipital-pole__left-fpn	both-minus-vlpfc	27	-0.0009723435441	0.1488772524	0.02865144059	-0.03393698621	0.9738802612	100000
smith09_denoised	full	occipital-pole__left-fpn	rtpj-minus-vlpfc	27	0.03891106447	0.1580408362	0.0304149731	1.279339105	0.2112178878	100000
smith09_denoised	full	occipital-pole__left-fpn	rtpj-minus-sham	27	-0.01920391745	0.1702952951	0.03277334482	-0.5859614744	0.558604414	100000
smith09_denoised	full	occipital-pole__left-fpn	vlpfc-minus-sham	27	-0.05811498192	0.1284741618	0.02472486397	-2.350467205	0.0259497405	100000
smith09_denoised	full	occipital-pole__left-fpn	both-minus-mean-rtpj-vlpfc	27	-0.02042787578	0.1226116214	0.02359661755	-0.8657120342	0.3981360186	100000
smith09_denoised	full	occipital-pole__right-fpn	both-minus-sham	27	-0.05140581642	0.2176700721	0.0418906249	-1.2271437	0.2479075209	100000
smith09_denoised	full	occipital-pole__right-fpn	both-minus-rtpj	27	-0.02082093365	0.1668275068	0.03210596865	-0.6485066337	0.5247747523	100000
smith09_denoised	full	occipital-pole__right-fpn	both-minus-vlpfc	27	-0.0255525151	0.1812318308	0.0348780821	-0.7326238588	0.5340846592	100000
smith09_denoised	full	occipital-pole__right-fpn	rtpj-minus-vlpfc	27	-0.004731581434	0.1369306012	0.02635230649	-0.1795509412	0.8574514255	100000
smith09_denoised	full	occipital-pole__right-fpn	rtpj-minus-sham	27	-0.03058488277	0.1409004394	0.0271163022	-1.127914955	0.2721772782	100000
smith09_denoised	full	occipital-pole__right-fpn	vlpfc-minus-sham	27	-0.02585330133	0.1498067854	0.0288303293	-0.8967397169	0.3783762162	100000
smith09_denoised	full	occipital-pole__right-fpn	both-minus-mean-rtpj-vlpfc	27	-0.02318672437	0.1601583571	0.0308224902	-0.7522664202	0.4973250267	100000
smith09_denoised	full	occipital-pole__sensorimotor	both-minus-sham	27	-0.01064131185	0.2242344775	0.04315394531	-0.2465895476	0.8379616204	100000
smith09_denoised	full	occipital-pole__sensorimotor	both-minus-rtpj	27	0.04234795194	0.1728637754	0.03326764909	1.272946935	0.2194878051	100000
smith09_denoised	full	occipital-pole__sensorimotor	both-minus-vlpfc	27	0.05451189811	0.253946019	0.04887193414	1.115402921	0.308296917	100000
smith09_denoised	full	occipital-pole__sensorimotor	rtpj-minus-vlpfc	27	0.01216394618	0.1610815815	0.03100016481	0.3923832744	0.7112928871	100000
smith09_denoised	full	occipital-pole__sensorimotor	rtpj-minus-sham	27	-0.05298926378	0.1519313668	0.02923920517	-1.812267587	0.08240917591	100000
smith09_denoised	full	occipital-pole__sensorimotor	vlpfc-minus-sham	27	-0.06515320997	0.1462188883	0.02813983817	-2.315337053	0.0281497185	100000
smith09_denoised	full	occipital-pole__sensorimotor	both-minus-mean-rtpj-vlpfc	27	0.04842992502	0.2017384786	0.0388245883	1.24740344	0.2391876081	100000
smith09_denoised	full	primary-visual__auditory	both-minus-sham	27	-0.00286327185	0.2088093596	0.04018538	-0.07125158081	0.9438505615	100000
smith09_denoised	full	primary-visual__auditory	both-minus-rtpj	27	0.008042339483	0.2103165797	0.04047544464	0.1986967544	0.8520614794	100000
smith09_denoised	full	primary-visual__auditory	both-minus-vlpfc	27	0.01731390823	0.2338168048	0.04499806506	0.3847700609	0.7136328637	100000
smith09_denoised	full	primary-visual__auditory	rtpj-minus-vlpfc	27	0.009271568757	0.140072246	0.02695691631	0.3439402582	0.7415925841	100000
smith09_denoised	full	primary-visual__auditory	rtpj-minus-sham	27	-0.01090561133	0.1488166211	0.02863977209	-0.3807855486	0.7072729273	100000
smith09_denoised	full	primary-visual__auditory	vlpfc-minus-sham	27	-0.02017718008	0.1236751866	0.02380130076	-0.8477343436	0.3988460115	100000
smith09_denoised	full	primary-visual__auditory	both-minus-mean-rtpj-vlpfc	27	0.01267812386	0.2110607079	0.04061865218	0.3121256658	0.7717822822	100000
smith09_denoised	full	primary-visual__dmn	both-minus-sham	27	0.01637168243	0.171048452	0.03291828994	0.4973430412	0.6218637814	100000
smith09_denoised	full	primary-visual__dmn	both-minus-rtpj	27	0.04545090271	0.1590041248	0.03060035808	1.485306237	0.1494485055	100000
smith09_denoised	full	primary-visual__dmn	both-minus-vlpfc	27	0.01744668532	0.1415942443	0.02724982501	0.6402494444	0.5260247398	100000
smith09_denoised	full	primary-visual__dmn	rtpj-minus-vlpfc	27	-0.02800421738	0.1909766951	0.03675348211	-0.7619473253	0.4518654813	100000
smith09_denoised	full	primary-visual__dmn	rtpj-minus-sham	27	-0.02907922027	0.168598575	0.03244681088	-0.8962119692	0.3751562484	100000
smith09_denoised	full	primary-visual__dmn	vlpfc-minus-sham	27	-0.001075002894	0.152984874	0.02944195273	-0.0365126221	0.9720102799	100000
smith09_denoised	full	primary-visual__dmn	both-minus-mean-rtpj-vlpfc	27	0.03144879401	0.1163941422	0.02240006311	1.403960063	0.174598254	100000
smith09_denoised	full	primary-visual__ecn	both-minus-sham	27	0.02915700564	0.1616631487	0.03111208748	0.937160056	0.3550764492	100000
smith09_denoised	full	primary-visual__ecn	both-minus-rtpj	27	-0.03348664149	0.1504514295	0.02895439112	-1.156530675	0.2569874301	100000
smith09_denoised	full	primary-visual__ecn	both-minus-vlpfc	27	0.02421745686	0.1658674909	0.03192121351	0.7586634151	0.4500654993	100000
smith09_denoised	full	primary-visual__ecn	rtpj-minus-vlpfc	27	0.05770409834	0.206867101	0.03981159216	1.449429556	0.1597884021	100000
smith09_denoised	full	primary-visual__ecn	rtpj-minus-sham	27	0.06264364713	0.1513848075	0.02913401978	2.150188941	0.0409795902	100000
smith09_denoised	full	primary-visual__ecn	vlpfc-minus-sham	27	0.004939548789	0.1753254502	0.03374139863	0.1463943105	0.8883911161	100000
smith09_denoised	full	primary-visual__ecn	both-minus-mean-rtpj-vlpfc	27	-0.004634592315	0.119897161	0.0230742194	-0.2008558658	0.8428315717	100000
smith09_denoised	full	primary-visual__lateral-visual	both-minus-sham	27	0.0394211363	0.2090359376	0.04022898495	0.9799187413	0.3347866521	100000
smith09_denoised	full	primary-visual__lateral-visual	both-minus-rtpj	27	0.02326494367	0.1903766792	0.03663800899	0.6349947586	0.5301546985	100000
smith09_denoised	full	primary-visual__lateral-visual	both-minus-vlpfc	27	0.004030258267	0.2100515804	0.04042444549	0.09969854175	0.9212807872	100000
smith09_denoised	full	primary-visual__lateral-visual	rtpj-minus-vlpfc	27	-0.01923468541	0.2162075944	0.04160917094	-0.4622703354	0.6468735313	100000
smith09_denoised	full	primary-visual__lateral-visual	rtpj-minus-sham	27	0.01615619262	0.2164426981	0.04165441667	0.3878626545	0.6989530105	100000
smith09_denoised	full	primary-visual__lateral-visual	vlpfc-minus-sham	27	0.03539087803	0.2106248943	0.04053477981	0.8730990571	0.3951560484	100000
