analysis	correlation_type	network_a	component_a	network_b	component_b	network_pair	participant	run	condition	condition_order	dual_regression_label	n_timepoints	r	fisher_z
smith09_denoised	full	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-222	01	vlpfc	03	subject00062	240	-0.3602498274	-0.3771729568
smith09_denoised	full	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-222	01	vlpfc	03	subject00062	240	0.1193162211	0.1198873168
smith09_denoised	full	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-222	01	vlpfc	03	subject00062	240	-0.2152914034	-0.2187133655
smith09_denoised	full	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-222	01	vlpfc	03	subject00062	240	-0.1416995328	-0.1426595082
smith09_denoised	full	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-222	01	vlpfc	03	subject00062	240	-0.1105861603	-0.1110402943
smith09_denoised	full	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-222	01	vlpfc	03	subject00062	240	-0.2574463017	-0.2633715048
smith09_denoised	full	dmn	4	auditory	7	dmn__auditory	sub-222	01	vlpfc	03	subject00062	240	-0.197612388	-0.2002466897
smith09_denoised	full	dmn	4	ecn	8	dmn__ecn	sub-222	01	vlpfc	03	subject00062	240	-0.1927749055	-0.195217584
smith09_denoised	full	dmn	4	right-fpn	9	dmn__right-fpn	sub-222	01	vlpfc	03	subject00062	240	-0.1740371889	-0.1758269637
smith09_denoised	full	dmn	4	left-fpn	10	dmn__left-fpn	sub-222	01	vlpfc	03	subject00062	240	0.1640409315	0.1655365707
smith09_denoised	full	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-222	01	vlpfc	03	subject00062	240	-0.1603324555	-0.1617279047
smith09_denoised	full	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-222	01	vlpfc	03	subject00062	240	-0.1610277335	-0.1624416092
smith09_denoised	full	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-222	01	vlpfc	03	subject00062	240	0.3593814099	0.3761753865
smith09_denoised	full	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-222	01	vlpfc	03	subject00062	240	0.02506833643	0.02507358957
smith09_denoised	full	auditory	7	ecn	8	auditory__ecn	sub-222	01	vlpfc	03	subject00062	240	0.2775440014	0.2850191242
smith09_denoised	full	auditory	7	right-fpn	9	auditory__right-fpn	sub-222	01	vlpfc	03	subject00062	240	-0.02932491919	-0.02933332952
smith09_denoised	full	auditory	7	left-fpn	10	auditory__left-fpn	sub-222	01	vlpfc	03	subject00062	240	0.004749240208	0.004749275915
smith09_denoised	full	ecn	8	right-fpn	9	ecn__right-fpn	sub-222	01	vlpfc	03	subject00062	240	0.193085735	0.1955404306
smith09_denoised	full	ecn	8	left-fpn	10	ecn__left-fpn	sub-222	01	vlpfc	03	subject00062	240	0.2468199032	0.2520235698
smith09_denoised	full	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-222	01	vlpfc	03	subject00062	240	0.2760382204	0.2833884082
smith09_denoised	partial	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-222	01	vlpfc	03	subject00062	240	0.247692196	0.2529526633
smith09_denoised	partial	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-222	01	vlpfc	03	subject00062	240	0.6550641398	0.7841182775
smith09_denoised	partial	primary-visual	1	dmn	4	primary-visual__dmn	sub-222	01	vlpfc	03	subject00062	240	0.1002906707	0.1006289631
smith09_denoised	partial	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-222	01	vlpfc	03	subject00062	240	0.1392092161	0.1401190738
smith09_denoised	partial	primary-visual	1	auditory	7	primary-visual__auditory	sub-222	01	vlpfc	03	subject00062	240	-0.2277963363	-0.2318639583
smith09_denoised	partial	primary-visual	1	ecn	8	primary-visual__ecn	sub-222	01	vlpfc	03	subject00062	240	-0.003501806101	-0.003501820415
smith09_denoised	partial	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-222	01	vlpfc	03	subject00062	240	0.07385753736	0.07399227467
smith09_denoised	partial	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-222	01	vlpfc	03	subject00062	240	0.1450420348	0.1460721613
smith09_denoised	partial	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-222	01	vlpfc	03	subject00062	240	-0.106453	-0.1068578735
smith09_denoised	partial	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-222	01	vlpfc	03	subject00062	240	0.01621449888	0.01621592009
smith09_denoised	partial	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-222	01	vlpfc	03	subject00062	240	-0.110793722	-0.1112504306
smith09_denoised	partial	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-222	01	vlpfc	03	subject00062	240	0.231891094	0.2361871073
smith09_denoised	partial	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-222	01	vlpfc	03	subject00062	240	-0.05914263422	-0.05921173668
smith09_denoised	partial	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-222	01	vlpfc	03	subject00062	240	-0.120305401	-0.1208909029
smith09_denoised	partial	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-222	01	vlpfc	03	subject00062	240	-0.122276906	-0.1228918456
smith09_denoised	partial	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-222	01	vlpfc	03	subject00062	240	0.01330844161	0.0133092274
smith09_denoised	partial	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-222	01	vlpfc	03	subject00062	240	-0.357988579	-0.3745769023
smith09_denoised	partial	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-222	01	vlpfc	03	subject00062	240	0.2679101451	0.274611005
smith09_denoised	partial	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-222	01	vlpfc	03	subject00062	240	-0.2113059803	-0.2145379706
smith09_denoised	partial	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-222	01	vlpfc	03	subject00062	240	0.03758060321	0.03759830993
smith09_denoised	partial	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-222	01	vlpfc	03	subject00062	240	-0.15281589	-0.1540223951
smith09_denoised	partial	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-222	01	vlpfc	03	subject00062	240	-0.1876087565	-0.1898575325
smith09_denoised	partial	dmn	4	auditory	7	dmn__auditory	sub-222	01	vlpfc	03	subject00062	240	-0.2246654476	-0.2285641825
smith09_denoised	partial	dmn	4	ecn	8	dmn__ecn	sub-222	01	vlpfc	03	subject00062	240	-0.2048034859	-0.2077412394
smith09_denoised	partial	dmn	4	right-fpn	9	dmn__right-fpn	sub-222	01	vlpfc	03	subject00062	240	-0.1671245437	-0.1687071146
smith09_denoised	partial	dmn	4	left-fpn	10	dmn__left-fpn	sub-222	01	vlpfc	03	subject00062	240	0.3368302605	0.3505128193
smith09_denoised	partial	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-222	01	vlpfc	03	subject00062	240	-0.005653862604	-0.00565392285
smith09_denoised	partial	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-222	01	vlpfc	03	subject00062	240	-0.3248063717	-0.3370110434
smith09_denoised	partial	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-222	01	vlpfc	03	subject00062	240	0.3422644155	0.3566551629
smith09_denoised	partial	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-222	01	vlpfc	03	subject00062	240	-0.04580346581	-0.04583553744
smith09_denoised	partial	auditory	7	ecn	8	auditory__ecn	sub-222	01	vlpfc	03	subject00062	240	0.2273255828	0.231367496
smith09_denoised	partial	auditory	7	right-fpn	9	auditory__right-fpn	sub-222	01	vlpfc	03	subject00062	240	-0.05341833186	-0.05346922909
smith09_denoised	partial	auditory	7	left-fpn	10	auditory__left-fpn	sub-222	01	vlpfc	03	subject00062	240	0.1135357551	0.1140274025
smith09_denoised	partial	ecn	8	right-fpn	9	ecn__right-fpn	sub-222	01	vlpfc	03	subject00062	240	0.1766522727	0.1785250025
smith09_denoised	partial	ecn	8	left-fpn	10	ecn__left-fpn	sub-222	01	vlpfc	03	subject00062	240	0.2213440792	0.2250689904
smith09_denoised	partial	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-222	01	vlpfc	03	subject00062	240	0.2698358993	0.2766868268
smith09_denoised	full	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-222	02	both	04	subject00063	240	0.1536447319	0.1548711658
smith09_denoised	full	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-222	02	both	04	subject00063	240	0.6219116518	0.7281164355
smith09_denoised	full	primary-visual	1	dmn	4	primary-visual__dmn	sub-222	02	both	04	subject00063	240	0.4097011951	0.4352520925
smith09_denoised	full	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-222	02	both	04	subject00063	240	-0.1724972342	-0.1742393459
smith09_denoised	full	primary-visual	1	auditory	7	primary-visual__auditory	sub-222	02	both	04	subject00063	240	0.004724060194	0.004724095337
smith09_denoised	full	primary-visual	1	ecn	8	primary-visual__ecn	sub-222	02	both	04	subject00063	240	-0.05863289912	-0.05870022778
smith09_denoised	full	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-222	02	both	04	subject00063	240	0.140390362	0.1413237644
smith09_denoised	full	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-222	02	both	04	subject00063	240	0.03704936393	0.0370663299
smith09_denoised	full	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-222	02	both	04	subject00063	240	0.2589392852	0.264971125
smith09_denoised	full	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-222	02	both	04	subject00063	240	-0.05589682421	-0.0559551493
smith09_denoised	full	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-222	02	both	04	subject00063	240	-0.3271025886	-0.3395802284
smith09_denoised	full	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-222	02	both	04	subject00063	240	0.4371956145	0.4687584432
smith09_denoised	full	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-222	02	both	04	subject00063	240	0.2129324066	0.2162410255
smith09_denoised	full	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-222	02	both	04	subject00063	240	-0.4057281847	-0.4304869562
smith09_denoised	full	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-222	02	both	04	subject00063	240	-0.2547609301	-0.2604976367
smith09_denoised	full	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-222	02	both	04	subject00063	240	0.5199644199	0.5762909897
smith09_denoised	full	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-222	02	both	04	subject00063	240	-0.3654067059	-0.3831116522
smith09_denoised	full	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-222	02	both	04	subject00063	240	0.1216304256	0.1222356051
smith09_denoised	full	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-222	02	both	04	subject00063	240	-0.05765822466	-0.05772224678
smith09_denoised	full	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-222	02	both	04	subject00063	240	-0.05872355724	-0.05879119912
smith09_denoised	full	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-222	02	both	04	subject00063	240	-0.08160873015	-0.08179062854
smith09_denoised	full	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-222	02	both	04	subject00063	240	-0.1711182893	-0.1728184591
smith09_denoised	full	dmn	4	auditory	7	dmn__auditory	sub-222	02	both	04	subject00063	240	-0.1037858256	-0.1041608955
smith09_denoised	full	dmn	4	ecn	8	dmn__ecn	sub-222	02	both	04	subject00063	240	-0.1437291368	-0.1447313101
smith09_denoised	full	dmn	4	right-fpn	9	dmn__right-fpn	sub-222	02	both	04	subject00063	240	0.2455300622	0.2506505188
smith09_denoised	full	dmn	4	left-fpn	10	dmn__left-fpn	sub-222	02	both	04	subject00063	240	0.1589284105	0.1602871462
smith09_denoised	full	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-222	02	both	04	subject00063	240	-0.251570867	-0.2570891071
smith09_denoised	full	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-222	02	both	04	subject00063	240	-0.2535526511	-0.2592059181
smith09_denoised	full	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-222	02	both	04	subject00063	240	0.4819230486	0.5254860472
smith09_denoised	full	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-222	02	both	04	subject00063	240	0.3016333809	0.3113154972
smith09_denoised	full	auditory	7	ecn	8	auditory__ecn	sub-222	02	both	04	subject00063	240	0.4290896203	0.4587803236
smith09_denoised	full	auditory	7	right-fpn	9	auditory__right-fpn	sub-222	02	both	04	subject00063	240	-0.2637311311	-0.2701142382
smith09_denoised	full	auditory	7	left-fpn	10	auditory__left-fpn	sub-222	02	both	04	subject00063	240	-0.07034782443	-0.07046421639
smith09_denoised	full	ecn	8	right-fpn	9	ecn__right-fpn	sub-222	02	both	04	subject00063	240	0.05593978938	0.05599824923
smith09_denoised	full	ecn	8	left-fpn	10	ecn__left-fpn	sub-222	02	both	04	subject00063	240	0.3583880549	0.375035174
smith09_denoised	full	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-222	02	both	04	subject00063	240	0.5367026853	0.5995126451
smith09_denoised	partial	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-222	02	both	04	subject00063	240	0.2576403876	0.2635793787
smith09_denoised	partial	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-222	02	both	04	subject00063	240	0.5063936708	0.5578677403
smith09_denoised	partial	primary-visual	1	dmn	4	primary-visual__dmn	sub-222	02	both	04	subject00063	240	0.2097213931	0.2128799041
smith09_denoised	partial	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-222	02	both	04	subject00063	240	0.05889143798	0.05895966247
smith09_denoised	partial	primary-visual	1	auditory	7	primary-visual__auditory	sub-222	02	both	04	subject00063	240	-0.07787801618	-0.07803603462
smith09_denoised	partial	primary-visual	1	ecn	8	primary-visual__ecn	sub-222	02	both	04	subject00063	240	-0.1320449506	-0.1328205201
smith09_denoised	partial	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-222	02	both	04	subject00063	240	0.06955098416	0.06966345802
smith09_denoised	partial	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-222	02	both	04	subject00063	240	0.1022296458	0.1025880263
smith09_denoised	partial	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-222	02	both	04	subject00063	240	0.08041407934	0.08058808547
smith09_denoised	partial	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-222	02	both	04	subject00063	240	-0.1309549427	-0.1317113317
smith09_denoised	partial	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-222	02	both	04	subject00063	240	-0.01809801692	-0.01809999324
smith09_denoised	partial	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-222	02	both	04	subject00063	240	0.2660577411	0.2726164258
smith09_denoised	partial	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-222	02	both	04	subject00063	240	0.2112661238	0.2144962517
smith09_denoised	partial	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-222	02	both	04	subject00063	240	-0.1794010124	-0.1813637128
smith09_denoised	partial	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-222	02	both	04	subject00063	240	-0.1761342351	-0.1779903287
smith09_denoised	partial	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-222	02	both	04	subject00063	240	0.2813262813	0.2891217609
smith09_denoised	partial	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-222	02	both	04	subject00063	240	-0.2120456212	-0.2153123069
smith09_denoised	partial	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-222	02	both	04	subject00063	240	0.1147881061	0.115296291
smith09_denoised	partial	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-222	02	both	04	subject00063	240	-0.06134155052	-0.06141866307
smith09_denoised	partial	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-222	02	both	04	subject00063	240	-0.003901247572	-0.003901267365
smith09_denoised	partial	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-222	02	both	04	subject00063	240	-0.03720349747	-0.03722067619
smith09_denoised	partial	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-222	02	both	04	subject00063	240	-0.328555717	-0.3412083327
smith09_denoised	partial	dmn	4	auditory	7	dmn__auditory	sub-222	02	both	04	subject00063	240	0.02541971618	0.02542519339
smith09_denoised	partial	dmn	4	ecn	8	dmn__ecn	sub-222	02	both	04	subject00063	240	-0.191003018	-0.1933779584
smith09_denoised	partial	dmn	4	right-fpn	9	dmn__right-fpn	sub-222	02	both	04	subject00063	240	0.3088607337	0.3192855112
smith09_denoised	partial	dmn	4	left-fpn	10	dmn__left-fpn	sub-222	02	both	04	subject00063	240	0.1434963872	0.1444936591
smith09_denoised	partial	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-222	02	both	04	subject00063	240	0.09137818834	0.09163380535
smith09_denoised	partial	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-222	02	both	04	subject00063	240	-0.4160332413	-0.4428853442
smith09_denoised	partial	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-222	02	both	04	subject00063	240	0.4681762277	0.5077320343
smith09_denoised	partial	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-222	02	both	04	subject00063	240	0.2344342391	0.2388764605
smith09_denoised	partial	auditory	7	ecn	8	auditory__ecn	sub-222	02	both	04	subject00063	240	0.3629646403	0.3802961625
smith09_denoised	partial	auditory	7	right-fpn	9	auditory__right-fpn	sub-222	02	both	04	subject00063	240	-0.1505442511	-0.1516972611
smith09_denoised	partial	auditory	7	left-fpn	10	auditory__left-fpn	sub-222	02	both	04	subject00063	240	-0.06684487744	-0.06694470481
smith09_denoised	partial	ecn	8	right-fpn	9	ecn__right-fpn	sub-222	02	both	04	subject00063	240	0.1995335093	0.2022466735
smith09_denoised	partial	ecn	8	left-fpn	10	ecn__left-fpn	sub-222	02	both	04	subject00063	240	0.4954024396	0.5431947193
smith09_denoised	partial	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-222	02	both	04	subject00063	240	0.2506516696	0.2561080471
smith09_denoised	full	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-225	04	sham	01	subject00064	240	0.1358083195	0.1366526278
smith09_denoised	full	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-225	04	sham	01	subject00064	240	0.381425086	0.4017263049
smith09_denoised	full	primary-visual	1	dmn	4	primary-visual__dmn	sub-225	04	sham	01	subject00064	240	-0.07505948393	-0.07520092221
smith09_denoised	full	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-225	04	sham	01	subject00064	240	0.1663757177	0.1679368714
smith09_denoised	full	primary-visual	1	auditory	7	primary-visual__auditory	sub-225	04	sham	01	subject00064	240	0.1763645178	0.1782279943
smith09_denoised	full	primary-visual	1	ecn	8	primary-visual__ecn	sub-225	04	sham	01	subject00064	240	-0.1349199808	-0.1357477077
smith09_denoised	full	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-225	04	sham	01	subject00064	240	-0.1645579989	-0.1660679832
smith09_denoised	full	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-225	04	sham	01	subject00064	240	-0.2870168321	-0.2953122367
smith09_denoised	full	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-225	04	sham	01	subject00064	240	0.3155172699	0.3266609069
smith09_denoised	full	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-225	04	sham	01	subject00064	240	-0.004581194192	-0.004581226241
smith09_denoised	full	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-225	04	sham	01	subject00064	240	0.01482745459	0.01482854136
smith09_denoised	full	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-225	04	sham	01	subject00064	240	0.1924185108	0.1948474601
smith09_denoised	full	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-225	04	sham	01	subject00064	240	0.01636824137	0.0163697034
smith09_denoised	full	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-225	04	sham	01	subject00064	240	-0.2071177584	-0.210158033
smith09_denoised	full	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-225	04	sham	01	subject00064	240	-0.1452435546	-0.1462780179
smith09_denoised	full	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-225	04	sham	01	subject00064	240	-0.09522427983	-0.09551367654
smith09_denoised	full	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-225	04	sham	01	subject00064	240	0.01577006978	0.01577137728
smith09_denoised	full	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-225	04	sham	01	subject00064	240	0.2166436545	0.2201317741
smith09_denoised	full	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-225	04	sham	01	subject00064	240	-0.1962824803	-0.1988631151
smith09_denoised	full	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-225	04	sham	01	subject00064	240	-0.3266467465	-0.3390698543
smith09_denoised	full	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-225	04	sham	01	subject00064	240	-0.3344292379	-0.3478069905
smith09_denoised	full	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-225	04	sham	01	subject00064	240	-0.03935993553	-0.03938027998
smith09_denoised	full	dmn	4	auditory	7	dmn__auditory	sub-225	04	sham	01	subject00064	240	-0.2120897765	-0.2153585415
smith09_denoised	full	dmn	4	ecn	8	dmn__ecn	sub-225	04	sham	01	subject00064	240	0.2925174981	0.3013171238
smith09_denoised	full	dmn	4	right-fpn	9	dmn__right-fpn	sub-225	04	sham	01	subject00064	240	0.1874815291	0.189725667
smith09_denoised	full	dmn	4	left-fpn	10	dmn__left-fpn	sub-225	04	sham	01	subject00064	240	-0.1192435598	-0.1198136069
smith09_denoised	full	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-225	04	sham	01	subject00064	240	0.08744440827	0.08766831838
smith09_denoised	full	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-225	04	sham	01	subject00064	240	0.003069136594	0.003069146231
smith09_denoised	full	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-225	04	sham	01	subject00064	240	-0.05223745819	-0.05228505049
smith09_denoised	full	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-225	04	sham	01	subject00064	240	-0.08655204987	-0.08676915443
smith09_denoised	full	auditory	7	ecn	8	auditory__ecn	sub-225	04	sham	01	subject00064	240	0.002107480222	0.002107483342
smith09_denoised	full	auditory	7	right-fpn	9	auditory__right-fpn	sub-225	04	sham	01	subject00064	240	-0.2482519098	-0.253549049
smith09_denoised	full	auditory	7	left-fpn	10	auditory__left-fpn	sub-225	04	sham	01	subject00064	240	-0.273662335	-0.2808183739
smith09_denoised	full	ecn	8	right-fpn	9	ecn__right-fpn	sub-225	04	sham	01	subject00064	240	0.2545063503	0.2602254059
smith09_denoised	full	ecn	8	left-fpn	10	ecn__left-fpn	sub-225	04	sham	01	subject00064	240	0.1467932329	0.1478614576
smith09_denoised	full	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-225	04	sham	01	subject00064	240	0.3943478272	0.4169381142
smith09_denoised	partial	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-225	04	sham	01	subject00064	240	0.037146046	0.03716314522
smith09_denoised	partial	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-225	04	sham	01	subject00064	240	0.2644209487	0.2708557672
smith09_denoised	partial	primary-visual	1	dmn	4	primary-visual__dmn	sub-225	04	sham	01	subject00064	240	-0.02852451553	-0.02853225561
smith09_denoised	partial	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-225	04	sham	01	subject00064	240	0.1954007067	0.1979461732
smith09_denoised	partial	primary-visual	1	auditory	7	primary-visual__auditory	sub-225	04	sham	01	subject00064	240	0.06004704662	0.06011937265
smith09_denoised	partial	primary-visual	1	ecn	8	primary-visual__ecn	sub-225	04	sham	01	subject00064	240	-0.05323630502	-0.05328668313
smith09_denoised	partial	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-225	04	sham	01	subject00064	240	0.05166718508	0.05171323401
smith09_denoised	partial	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-225	04	sham	01	subject00064	240	-0.1357836368	-0.1366274813
smith09_denoised	partial	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-225	04	sham	01	subject00064	240	0.2626237106	0.268924407
smith09_denoised	partial	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-225	04	sham	01	subject00064	240	0.0276303371	0.02763737165
smith09_denoised	partial	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-225	04	sham	01	subject00064	240	-0.06246481344	-0.06254624701
smith09_denoised	partial	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-225	04	sham	01	subject00064	240	0.09860672691	0.09892819829
smith09_denoised	partial	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-225	04	sham	01	subject00064	240	0.08777864687	0.08800514238
smith09_denoised	partial	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-225	04	sham	01	subject00064	240	-0.1232977543	-0.1239283207
smith09_denoised	partial	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-225	04	sham	01	subject00064	240	-0.003451910632	-0.003451924343
smith09_denoised	partial	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-225	04	sham	01	subject00064	240	-0.01686655843	-0.01686815811
smith09_denoised	partial	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-225	04	sham	01	subject00064	240	-0.01896230483	-0.01896457808
smith09_denoised	partial	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-225	04	sham	01	subject00064	240	0.06272976865	0.06281224451
smith09_denoised	partial	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-225	04	sham	01	subject00064	240	-0.1087984477	-0.1092308087
smith09_denoised	partial	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-225	04	sham	01	subject00064	240	-0.1320889495	-0.1328653
smith09_denoised	partial	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-225	04	sham	01	subject00064	240	-0.1272980602	-0.1279924372
smith09_denoised	partial	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-225	04	sham	01	subject00064	240	-0.06636095925	-0.06645863041
smith09_denoised	partial	dmn	4	auditory	7	dmn__auditory	sub-225	04	sham	01	subject00064	240	-0.2573977126	-0.2633194674
smith09_denoised	partial	dmn	4	ecn	8	dmn__ecn	sub-225	04	sham	01	subject00064	240	0.2911333011	0.2998040719
smith09_denoised	partial	dmn	4	right-fpn	9	dmn__right-fpn	sub-225	04	sham	01	subject00064	240	0.1547333702	0.1559863161
smith09_denoised	partial	dmn	4	left-fpn	10	dmn__left-fpn	sub-225	04	sham	01	subject00064	240	-0.3044424596	-0.314408627
smith09_denoised	partial	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-225	04	sham	01	subject00064	240	0.01712149125	0.01712316457
smith09_denoised	partial	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-225	04	sham	01	subject00064	240	0.03959626494	0.03961697829
smith09_denoised	partial	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-225	04	sham	01	subject00064	240	-0.03225000917	-0.03226119684
smith09_denoised	partial	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-225	04	sham	01	subject00064	240	-0.09150901507	-0.09176573526
