model_label	analysis	network	component	map_type	condition_contrast	design_contrast	contrast_name	direction	tested_covariate	randomise_index	participant	subject_contrast_beta	delta_fd_mean	delta_fd_mean_demeaned	delta_blink_rate_per_min	delta_blink_rate_per_min_demeaned
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	0	sub-189	-0.533604	-0.01244	-0.00455342963	-17.81491792	-28.55892877
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	1	sub-203	-0.068064	0.046674	0.05456057037	-7.05892185	-17.8029327
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	2	sub-207	-1.612369	0.049709	0.05759557037	325.5504174	314.8064065
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	3	sub-208	-0.699084	-0.069793	-0.06190642963	-32.25831075	-43.0023216
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	4	sub-209	-0.439868	-0.059777	-0.05189042963	15.56611329	4.822102436
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	5	sub-210	-0.301703	0.119486	0.1273725704	-47.02870352	-57.77271437
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	6	sub-211	-0.244252	-0.066188	-0.05830142963	-65.00069006	-75.74470091
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	7	sub-213	-0.563089	-0.044534	-0.03664742963	2.41049384	-8.333517014
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	8	sub-214	-0.834524	0.070293	0.07817957037	21.3455359	10.60152505
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	9	sub-215	-0.277001	0.04732	0.05520657037	5.135819515	-5.608191339
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	10	sub-217	-1.033644	0.10475	0.1126365704	-17.01161165	-27.7556225
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	11	sub-218	-0.96892	0.562343	0.5702295704	17.17132012	6.427309266
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	12	sub-219	-1.054647	-0.011258	-0.00337142963	-1.92645241	-12.67046326
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	13	sub-220	-0.550674	-0.028769	-0.02088242963	-1.76601549	-12.51002634
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	14	sub-221	-0.990158	0.00567	0.01355657037	-3.05159952	-13.79561037
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	15	sub-222	-2.283698	-0.1074	-0.09951342963	21.02522897	10.28121812
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	16	sub-225	-1.197059	-0.103286	-0.09539942963	-14.92433934	-25.66835019
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	17	sub-226	-1.267417	-0.494145	-0.4862584296	4.333462555	-6.410548299
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	18	sub-227	-2.426855	-0.088454	-0.08056742963	0.9639105	-9.780100354
cov-fdmean-blink	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	19	sub-228	-0.089262	0.055099	0.06298557037	-13.96248082	-24.70649167
