model_label	analysis	network	component	map_type	condition_contrast	design_contrast	contrast_name	direction	tested_covariate	randomise_index	participant	subject_contrast_beta	delta_fd_mean	delta_fd_mean_demeaned	delta_blink_rate_per_min	delta_blink_rate_per_min_demeaned
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	0	sub-189	0.533775	-0.01244	-0.00455342963	-17.81491792	-28.55892877
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	1	sub-203	0.321557	0.046674	0.05456057037	-7.05892185	-17.8029327
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	2	sub-207	2.26352	0.049709	0.05759557037	325.5504174	314.8064065
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	3	sub-208	0.113626	-0.069793	-0.06190642963	-32.25831075	-43.0023216
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	4	sub-209	0.813573	-0.059777	-0.05189042963	15.56611329	4.822102436
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	5	sub-210	0.865	0.119486	0.1273725704	-47.02870352	-57.77271437
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	6	sub-211	0.135348	-0.066188	-0.05830142963	-65.00069006	-75.74470091
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	7	sub-213	0.350517	-0.044534	-0.03664742963	2.41049384	-8.333517014
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	8	sub-214	-0.620838	0.070293	0.07817957037	21.3455359	10.60152505
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	9	sub-215	0.343653	0.04732	0.05520657037	5.135819515	-5.608191339
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	10	sub-217	-0.284473	0.10475	0.1126365704	-17.01161165	-27.7556225
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	11	sub-218	0.790022	0.562343	0.5702295704	17.17132012	6.427309266
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	12	sub-219	0.46268	-0.011258	-0.00337142963	-1.92645241	-12.67046326
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	13	sub-220	1.092087	-0.028769	-0.02088242963	-1.76601549	-12.51002634
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	14	sub-221	0.796748	0.00567	0.01355657037	-3.05159952	-13.79561037
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	15	sub-222	1.134944	-0.1074	-0.09951342963	21.02522897	10.28121812
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	16	sub-225	0.268383	-0.103286	-0.09539942963	-14.92433934	-25.66835019
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	17	sub-226	1.089966	-0.494145	-0.4862584296	4.333462555	-6.410548299
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	18	sub-227	0.751066	-0.088454	-0.08056742963	0.9639105	-9.780100354
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	19	sub-228	0.04952	0.055099	0.06298557037	-13.96248082	-24.70649167
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	20	sub-230	1.230244	0.218188	0.2260745704	50.07424504	39.33023419
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	21	sub-231	0.615827	-0.042765	-0.03487842963	-3.69182924	-14.43584009
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	22	sub-234	0.600545	0.00354	0.01142657037	28.56550415	17.8214933
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	23	sub-235	1.446572	0.046978	0.05486457037	-4.96760998	-15.71162083
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	24	sub-236	0.418762	0.0452456	0.05313217037	2.40707813	-8.336932724
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	25	sub-237	0.250323	-0.031663	-0.02377642963	-1.60859842	-12.35260927
cov-fdmean-blink	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	26	sub-238	1.103798	-0.427761	-0.4198744296	27.61124462	16.86723377
