model_label	analysis	network	component	map_type	condition_contrast	design_contrast	contrast_name	direction	tested_covariate	randomise_index	participant	subject_contrast_beta	delta_fd_mean	delta_fd_mean_demeaned	delta_blink_rate_per_min	delta_blink_rate_per_min_demeaned
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	0	sub-189	0.667088	-0.022458	-0.02677914815	-15.08405675	-25.28152858
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	1	sub-203	0.544946	0.052017	0.04769585185	-15.24846078	-25.44593261
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	2	sub-207	1.356718	-0.040296	-0.04461714815	210.6554726	200.4580008
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	3	sub-208	0.871057	-0.035044	-0.03936514815	-26.32018435	-36.51765618
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	4	sub-209	0.903275	-0.385072	-0.3893931481	-0.32063287	-10.5181047
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	5	sub-210	0.310857	0.110475	0.1061538519	-20.8636738	-31.06114563
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	6	sub-211	-0.02915	-0.040365	-0.04468614815	-23.59116543	-33.78863726
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	7	sub-213	0.035301	-0.031094	-0.03541514815	98.21799137	88.02051954
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	8	sub-214	0.070623	0.059677	0.05535585185	20.38092973	10.1834579
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	9	sub-215	0.586717	-0.01395	-0.01827114815	-2.72817484	-12.92564667
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	10	sub-217	1.275867	-0.060555	-0.06487614815	-16.04884327	-26.2463151
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	11	sub-218	0.925996	0.188336	0.1840148519	-2.5721352	-12.76960703
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	12	sub-219	-0.027533	-0.007037	-0.01135814815	-1.44583106	-11.64330289
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	13	sub-220	0.585426	-0.00265	-0.006971148148	10.91348011	0.7160082751
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	14	sub-221	0.397555	-0.053704	-0.05802514815	14.28332942	4.085857585
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	15	sub-222	1.290083	0.648126	0.6438048519	-14.92500405	-25.12247588
