model_label	analysis	network	component	map_type	condition_contrast	design_contrast	contrast_name	direction	tested_covariate	randomise_index	participant	subject_contrast_beta	delta_fd_mean	delta_fd_mean_demeaned	delta_blink_rate_per_min	delta_blink_rate_per_min_demeaned
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	16	sub-225	0.922042	-0.089492	-0.09381314815	-21.50542667	-31.7028985
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	17	sub-226	0.361111	0.032982	0.02866085185	4.333710852	-5.863760983
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	18	sub-227	0.159686	-0.174928	-0.1792491481	-4.97394845	-15.17142028
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	19	sub-228	0.783934	0.025461	0.02113985185	0.64160507	-9.555866765
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	20	sub-230	0.16548	0.095923	0.09160185185	52.64321501	42.44574318
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	21	sub-231	0.872393	-0.003667	-0.007988148148	-3.04879417	-13.246266
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	22	sub-234	1.090163	0.009984	0.005662851852	8.3448491	-1.852622735
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	23	sub-235	0.167235	-0.015244	-0.01956514815	-10.91510466	-21.11257649
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	24	sub-236	0.99682	0.024991	0.02066985185	17.49439501	7.296923175
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	25	sub-237	0.260975	0.049868	0.04554685185	-6.74214933	-16.93962116
cov-fdmean-blink	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	26	sub-238	0.793575	-0.205613	-0.2099341481	23.75634695	13.55887512
