model_label	analysis	network	component	map_type	condition_contrast	design_contrast	contrast_name	direction	tested_covariate	randomise_index	participant	subject_contrast_beta	delta_fd_mean	delta_fd_mean_demeaned	delta_blink_rate_per_min	delta_blink_rate_per_min_demeaned
cov-fdmean-blink	denoised_dim-00_task-rest	dmn	0023	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	13	sub-220	-2.234741	-0.0176643	0.006659055556	79.28713632	67.71670106
cov-fdmean-blink	denoised_dim-00_task-rest	dmn	0023	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	14	sub-221	-0.428508	-0.12379	-0.09946664444	-10.59032305	-22.16075831
cov-fdmean-blink	denoised_dim-00_task-rest	dmn	0023	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	15	sub-222	-2.310614	-0.029768	-0.005444644444	33.2225396	21.65210434
cov-fdmean-blink	denoised_dim-00_task-rest	dmn	0023	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	16	sub-225	-1.250668	0.014186	0.03850935556	6.89952965	-4.670905612
cov-fdmean-blink	denoised_dim-00_task-rest	dmn	0023	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	17	sub-226	-4.201915	0.324279	0.3486023556	-1.444124044	-13.01455931
cov-fdmean-blink	denoised_dim-00_task-rest	dmn	0023	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	18	sub-227	-1.695072	-0.136938	-0.1126146444	-9.30868115	-20.87911641
cov-fdmean-blink	denoised_dim-00_task-rest	dmn	0023	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	19	sub-228	-0.913919	0.004765	0.02908835556	3.53078499	-8.039650272
cov-fdmean-blink	denoised_dim-00_task-rest	dmn	0023	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	20	sub-230	-0.118039	0.131249	0.1555723556	61.46959772	49.89916246
cov-fdmean-blink	denoised_dim-00_task-rest	dmn	0023	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	21	sub-231	-1.084294	0.046093	0.07041635556	1.60576277	-9.964672492
cov-fdmean-blink	denoised_dim-00_task-rest	dmn	0023	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	22	sub-234	-1.192798	0.00976	0.03408335556	41.89187133	30.32143607
cov-fdmean-blink	denoised_dim-00_task-rest	dmn	0023	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	23	sub-235	-0.032897	-0.046109	-0.02178564444	40.59205391	29.02161865
cov-fdmean-blink	denoised_dim-00_task-rest	dmn	0023	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	24	sub-236	-2.454123	-0.0081053	0.01621805556	4.81565606	-6.754779202
cov-fdmean-blink	denoised_dim-00_task-rest	dmn	0023	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	25	sub-237	-3.160205	0.032222	0.05654535556	-4.9749584	-16.54539366
cov-fdmean-blink	denoised_dim-00_task-rest	dmn	0023	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	26	sub-238	-4.155703	-0.150471	-0.1261476444	-17.65649806	-29.22693332
