model_label	covariates	analysis	network	component	map_type	condition_contrast	design_contrast	contrast_name	direction	tested_covariate	contrast_vector	inference	design_con_valid	group_input_exists	expected_participants	group_input_volumes	group_input_complete	completion_marker_exists	tstat_exists	corrp_exists	peak_corrp	peak_gt_threshold	status	group_input	design_mat	design_con	corrp_file	copied_image	copied_sidecar	roi_values_tsv
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C2	mean_neg	negative	intercept	-1 0 0	cluster-extent	true	true	27	27	true	true	true	true	0.9968	true	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0017_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/group_task-rest_component-0017_stat-beta_contrast-both-minus-sham_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0017_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/design.mat	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0017_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/design.con	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0017_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0017_stat-beta_contrast-both-minus-sham_model-cov-fdmean-blink_clustere_corrp_tstat2.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-DenoisedDim20TaskRestCovFdmeanBlinkOccipitalPoleComp0017BothMinusShamMeanNegClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-DenoisedDim20TaskRestCovFdmeanBlinkOccipitalPoleComp0017BothMinusShamMeanNegClusterExtentCorrp_stat-corrp_statmap.json	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-DenoisedDim20TaskRestCovFdmeanBlinkOccipitalPoleComp0017BothMinusShamMeanNegClusterExtentCorrp_stat-subjectContrast_values.tsv
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C3	cov_pos	positive	delta_blink_rate_per_min	0 0 1	cluster-extent	true	true	27	27	true	true	true	true	0.8514	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0017_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/group_task-rest_component-0017_stat-beta_contrast-both-minus-sham_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0017_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/design.mat	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0017_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/design.con	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0017_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0017_stat-beta_contrast-both-minus-sham_model-cov-fdmean-blink_clustere_corrp_tstat3.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C4	cov_neg	negative	delta_blink_rate_per_min	0 0 -1	cluster-extent	true	true	27	27	true	true	true	true	0.9388	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0017_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/group_task-rest_component-0017_stat-beta_contrast-both-minus-sham_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0017_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/design.mat	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0017_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/design.con	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0017_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0017_stat-beta_contrast-both-minus-sham_model-cov-fdmean-blink_clustere_corrp_tstat4.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	1 0 0	cluster-extent	true	true	27	27	true	true	true	true	0.9598	true	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/group_task-rest_component-0003_stat-beta_contrast-both-minus-vlpfc_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-both-minus-vlpfc_model-cov-fdmean-blink_clustere_corrp_tstat1.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkLateralVisualComp0003BothMinusVlpfcMeanPosClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkLateralVisualComp0003BothMinusVlpfcMeanPosClusterExtentCorrp_stat-corrp_statmap.json	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkLateralVisualComp0003BothMinusVlpfcMeanPosClusterExtentCorrp_stat-subjectContrast_values.tsv
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	-1 0 0	cluster-extent	true	true	27	27	true	true	true	true	0.9894	true	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/group_task-rest_component-0003_stat-beta_contrast-both-minus-vlpfc_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-both-minus-vlpfc_model-cov-fdmean-blink_clustere_corrp_tstat2.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkLateralVisualComp0003BothMinusVlpfcMeanNegClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkLateralVisualComp0003BothMinusVlpfcMeanNegClusterExtentCorrp_stat-corrp_statmap.json	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkLateralVisualComp0003BothMinusVlpfcMeanNegClusterExtentCorrp_stat-subjectContrast_values.tsv
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C3	cov_pos	positive	delta_blink_rate_per_min	0 0 1	cluster-extent	true	true	27	27	true	true	true	true	0.7222	false	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/group_task-rest_component-0003_stat-beta_contrast-both-minus-vlpfc_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-both-minus-vlpfc_model-cov-fdmean-blink_clustere_corrp_tstat3.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C4	cov_neg	negative	delta_blink_rate_per_min	0 0 -1	cluster-extent	true	true	27	27	true	true	true	true	0.7446	false	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/group_task-rest_component-0003_stat-beta_contrast-both-minus-vlpfc_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-both-minus-vlpfc_model-cov-fdmean-blink_clustere_corrp_tstat4.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	lateral-visual	0003	beta	rtpj-minus-vlpfc	C1	mean_pos	positive	intercept	1 0 0	cluster-extent	true	true	27	27	true	true	true	true	0.225	false	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/group_task-rest_component-0003_stat-beta_contrast-rtpj-minus-vlpfc_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-rtpj-minus-vlpfc_model-cov-fdmean-blink_clustere_corrp_tstat1.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	lateral-visual	0003	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	-1 0 0	cluster-extent	true	true	27	27	true	true	true	true	0.9564	true	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/group_task-rest_component-0003_stat-beta_contrast-rtpj-minus-vlpfc_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-rtpj-minus-vlpfc_model-cov-fdmean-blink_clustere_corrp_tstat2.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkLateralVisualComp0003RtpjMinusVlpfcMeanNegClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkLateralVisualComp0003RtpjMinusVlpfcMeanNegClusterExtentCorrp_stat-corrp_statmap.json	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkLateralVisualComp0003RtpjMinusVlpfcMeanNegClusterExtentCorrp_stat-subjectContrast_values.tsv
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	lateral-visual	0003	beta	rtpj-minus-vlpfc	C3	cov_pos	positive	delta_blink_rate_per_min	0 0 1	cluster-extent	true	true	27	27	true	true	true	true	0.252	false	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/group_task-rest_component-0003_stat-beta_contrast-rtpj-minus-vlpfc_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-rtpj-minus-vlpfc_model-cov-fdmean-blink_clustere_corrp_tstat3.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	lateral-visual	0003	beta	rtpj-minus-vlpfc	C4	cov_neg	negative	delta_blink_rate_per_min	0 0 -1	cluster-extent	true	true	27	27	true	true	true	true	0.2378	false	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/group_task-rest_component-0003_stat-beta_contrast-rtpj-minus-vlpfc_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-rtpj-minus-vlpfc_model-cov-fdmean-blink_clustere_corrp_tstat4.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C1	mean_pos	positive	intercept	1 0 0	cluster-extent	true	true	27	27	true	true	true	true	0.1174	false	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0004_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/group_task-rest_component-0004_stat-beta_contrast-rtpj-minus-vlpfc_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0004_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0004_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0004_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-dmn/task-rest_network-dmn_component-0004_stat-beta_contrast-rtpj-minus-vlpfc_model-cov-fdmean-blink_clustere_corrp_tstat1.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	-1 0 0	cluster-extent	true	true	27	27	true	true	true	true	0.9762	true	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0004_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/group_task-rest_component-0004_stat-beta_contrast-rtpj-minus-vlpfc_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0004_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0004_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0004_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-dmn/task-rest_network-dmn_component-0004_stat-beta_contrast-rtpj-minus-vlpfc_model-cov-fdmean-blink_clustere_corrp_tstat2.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkDmnComp0004RtpjMinusVlpfcMeanNegClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkDmnComp0004RtpjMinusVlpfcMeanNegClusterExtentCorrp_stat-corrp_statmap.json	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkDmnComp0004RtpjMinusVlpfcMeanNegClusterExtentCorrp_stat-subjectContrast_values.tsv
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C3	cov_pos	positive	delta_blink_rate_per_min	0 0 1	cluster-extent	true	true	27	27	true	true	true	true	0.2734	false	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0004_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/group_task-rest_component-0004_stat-beta_contrast-rtpj-minus-vlpfc_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0004_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0004_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0004_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-dmn/task-rest_network-dmn_component-0004_stat-beta_contrast-rtpj-minus-vlpfc_model-cov-fdmean-blink_clustere_corrp_tstat3.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C4	cov_neg	negative	delta_blink_rate_per_min	0 0 -1	cluster-extent	true	true	27	27	true	true	true	true	0.4166	false	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0004_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/group_task-rest_component-0004_stat-beta_contrast-rtpj-minus-vlpfc_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0004_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0004_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-vlpfc/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0004_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-dmn/task-rest_network-dmn_component-0004_stat-beta_contrast-rtpj-minus-vlpfc_model-cov-fdmean-blink_clustere_corrp_tstat4.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C1	mean_pos	positive	intercept	1 0 0	cluster-extent	true	true	27	27	true	true	true	true	0.9828	true	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/group_task-rest_component-0006_stat-beta_contrast-both-minus-sham_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0006_stat-beta_contrast-both-minus-sham_model-cov-fdmean-blink_clustere_corrp_tstat1.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkSensorimotorComp0006BothMinusShamMeanPosClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkSensorimotorComp0006BothMinusShamMeanPosClusterExtentCorrp_stat-corrp_statmap.json	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkSensorimotorComp0006BothMinusShamMeanPosClusterExtentCorrp_stat-subjectContrast_values.tsv
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C2	mean_neg	negative	intercept	-1 0 0	cluster-extent	true	true	27	27	true	true	true	true	0.529	false	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/group_task-rest_component-0006_stat-beta_contrast-both-minus-sham_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0006_stat-beta_contrast-both-minus-sham_model-cov-fdmean-blink_clustere_corrp_tstat2.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C3	cov_pos	positive	delta_blink_rate_per_min	0 0 1	cluster-extent	true	true	27	27	true	true	true	true	0.9024	false	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/group_task-rest_component-0006_stat-beta_contrast-both-minus-sham_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0006_stat-beta_contrast-both-minus-sham_model-cov-fdmean-blink_clustere_corrp_tstat3.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	sensorimotor	0006	beta	both-minus-sham	C4	cov_neg	negative	delta_blink_rate_per_min	0 0 -1	cluster-extent	true	true	27	27	true	true	true	true	0.8378	false	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/group_task-rest_component-0006_stat-beta_contrast-both-minus-sham_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0006_stat-beta_contrast-both-minus-sham_model-cov-fdmean-blink_clustere_corrp_tstat4.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	smith09_denoised	sensorimotor	0006	beta	both-minus-rtpj	C1	mean_pos	positive	intercept	1 0 0	cluster-extent	true	true	27	27	true	true	true	true	0.9998	true	ok	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-rtpj/group_task-rest_component-0006_stat-beta_contrast-both-minus-rtpj_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-rtpj/design.mat	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-rtpj/design.con	derivatives/fsl/dual-regression_smith09_denoised.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0006_stat-beta_contrast-both-minus-rtpj_model-cov-fdmean-blink_clustere_corrp_tstat1.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkSensorimotorComp0006BothMinusRtpjMeanPosClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkSensorimotorComp0006BothMinusRtpjMeanPosClusterExtentCorrp_stat-corrp_statmap.json	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-Smith09DenoisedCovFdmeanBlinkSensorimotorComp0006BothMinusRtpjMeanPosClusterExtentCorrp_stat-subjectContrast_values.tsv
