model_label	covariates	analysis	network	component	map_type	condition_contrast	design_contrast	contrast_name	direction	tested_covariate	contrast_vector	inference	design_con_valid	group_input_exists	expected_participants	group_input_volumes	group_input_complete	completion_marker_exists	tstat_exists	corrp_exists	peak_corrp	peak_gt_threshold	status	group_input	design_mat	design_con	corrp_file	copied_image	copied_sidecar	roi_values_tsv
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	denoised_dim-00_task-rest	auditory	0055	beta	rtpj-minus-sham	C3	cov_pos	positive	delta_blink_rate_per_min	0 0 1	cluster-extent	true	true	27	27	true	true	true	true	0.725	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/group_task-rest_component-0055_stat-beta_contrast-rtpj-minus-sham_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/design.mat	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/design.con	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-auditory/task-rest_network-auditory_component-0055_stat-beta_contrast-rtpj-minus-sham_model-cov-fdmean-blink_clustere_corrp_tstat3.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	denoised_dim-00_task-rest	auditory	0055	beta	rtpj-minus-sham	C4	cov_neg	negative	delta_blink_rate_per_min	0 0 -1	cluster-extent	true	true	27	27	true	true	true	true	0.7672	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/group_task-rest_component-0055_stat-beta_contrast-rtpj-minus-sham_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/design.mat	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/design.con	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0055_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-auditory/task-rest_network-auditory_component-0055_stat-beta_contrast-rtpj-minus-sham_model-cov-fdmean-blink_clustere_corrp_tstat4.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	denoised_dim-20_task-rest	sensorimotor	0003	beta	rtpj-minus-sham	C1	mean_pos	positive	intercept	1 0 0	cluster-extent	true	true	27	27	true	true	true	true	0.974	true	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/group_task-rest_component-0003_stat-beta_contrast-rtpj-minus-sham_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/design.mat	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/design.con	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0003_stat-beta_contrast-rtpj-minus-sham_model-cov-fdmean-blink_clustere_corrp_tstat1.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-DenoisedDim20TaskRestCovFdmeanBlinkSensorimotorComp0003RtpjMinusShamMeanPosClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-DenoisedDim20TaskRestCovFdmeanBlinkSensorimotorComp0003RtpjMinusShamMeanPosClusterExtentCorrp_stat-corrp_statmap.json	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-DenoisedDim20TaskRestCovFdmeanBlinkSensorimotorComp0003RtpjMinusShamMeanPosClusterExtentCorrp_stat-subjectContrast_values.tsv
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	denoised_dim-20_task-rest	sensorimotor	0003	beta	rtpj-minus-sham	C2	mean_neg	negative	intercept	-1 0 0	cluster-extent	true	true	27	27	true	true	true	true	0.9242	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/group_task-rest_component-0003_stat-beta_contrast-rtpj-minus-sham_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/design.mat	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/design.con	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0003_stat-beta_contrast-rtpj-minus-sham_model-cov-fdmean-blink_clustere_corrp_tstat2.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	denoised_dim-20_task-rest	sensorimotor	0003	beta	rtpj-minus-sham	C3	cov_pos	positive	delta_blink_rate_per_min	0 0 1	cluster-extent	true	true	27	27	true	true	true	true	0.8074	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/group_task-rest_component-0003_stat-beta_contrast-rtpj-minus-sham_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/design.mat	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/design.con	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0003_stat-beta_contrast-rtpj-minus-sham_model-cov-fdmean-blink_clustere_corrp_tstat3.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	denoised_dim-20_task-rest	sensorimotor	0003	beta	rtpj-minus-sham	C4	cov_neg	negative	delta_blink_rate_per_min	0 0 -1	cluster-extent	true	true	27	27	true	true	true	true	0.824	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/group_task-rest_component-0003_stat-beta_contrast-rtpj-minus-sham_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/design.mat	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/rtpj-minus-sham/design.con	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0003_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0003_stat-beta_contrast-rtpj-minus-sham_model-cov-fdmean-blink_clustere_corrp_tstat4.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	1 0 0	cluster-extent	true	true	27	27	true	true	true	true	0.9936	true	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/group_task-rest_component-0006_stat-beta_contrast-both-minus-vlpfc_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/design.mat	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/design.con	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-primary-visual-lateral-visual/task-rest_network-primary-visual-lateral-visual_component-0006_stat-beta_contrast-both-minus-vlpfc_model-cov-fdmean-blink_clustere_corrp_tstat1.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-DenoisedDim20TaskRestCovFdmeanBlinkPrimaryVisualLateralVisualComp0006BothMinusVlpfcMeanPosClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-DenoisedDim20TaskRestCovFdmeanBlinkPrimaryVisualLateralVisualComp0006BothMinusVlpfcMeanPosClusterExtentCorrp_stat-corrp_statmap.json	derivatives/fsl/covariate_randomise_summary/task-rest_space-MNI152NLin6Asym_desc-DenoisedDim20TaskRestCovFdmeanBlinkPrimaryVisualLateralVisualComp0006BothMinusVlpfcMeanPosClusterExtentCorrp_stat-subjectContrast_values.tsv
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	-1 0 0	cluster-extent	true	true	27	27	true	true	true	true	0.5228	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/group_task-rest_component-0006_stat-beta_contrast-both-minus-vlpfc_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/design.mat	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/design.con	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-primary-visual-lateral-visual/task-rest_network-primary-visual-lateral-visual_component-0006_stat-beta_contrast-both-minus-vlpfc_model-cov-fdmean-blink_clustere_corrp_tstat2.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C3	cov_pos	positive	delta_blink_rate_per_min	0 0 1	cluster-extent	true	true	27	27	true	true	true	true	0.8278	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/group_task-rest_component-0006_stat-beta_contrast-both-minus-vlpfc_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/design.mat	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/design.con	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-primary-visual-lateral-visual/task-rest_network-primary-visual-lateral-visual_component-0006_stat-beta_contrast-both-minus-vlpfc_model-cov-fdmean-blink_clustere_corrp_tstat3.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	denoised_dim-20_task-rest	primary-visual-lateral-visual	0006	beta	both-minus-vlpfc	C4	cov_neg	negative	delta_blink_rate_per_min	0 0 -1	cluster-extent	true	true	27	27	true	true	true	true	0.9332	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/group_task-rest_component-0006_stat-beta_contrast-both-minus-vlpfc_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/design.mat	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-vlpfc/design.con	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0006_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-primary-visual-lateral-visual/task-rest_network-primary-visual-lateral-visual_component-0006_stat-beta_contrast-both-minus-vlpfc_model-cov-fdmean-blink_clustere_corrp_tstat4.nii.gz			
cov-fdmean-blink	delta_fd_mean,delta_blink_rate_per_min	denoised_dim-20_task-rest	occipital-pole	0017	beta	both-minus-sham	C1	mean_pos	positive	intercept	1 0 0	cluster-extent	true	true	27	27	true	true	true	true	0.3358	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0017_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/group_task-rest_component-0017_stat-beta_contrast-both-minus-sham_model-cov-fdmean-blink.nii.gz	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0017_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/design.mat	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0017_stat-beta/covariate-models/model-cov-fdmean-blink/both-minus-sham/design.con	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0017_stat-beta/covariate-models/model-cov-fdmean-blink/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0017_stat-beta_contrast-both-minus-sham_model-cov-fdmean-blink_clustere_corrp_tstat1.nii.gz			
