model_label	analysis	network	component	map_type	condition_contrast	design_contrast	contrast_name	direction	tested_covariate	randomise_index	participant	subject_contrast_beta	delta_fd_mean	delta_fd_mean_demeaned	delta_blink_rate_per_min	delta_blink_rate_per_min_demeaned
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	0	sub-189	-1.66268	-0.022458	-0.02677914815	-15.08405675	-25.28152858
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	1	sub-203	0.044507	0.052017	0.04769585185	-15.24846078	-25.44593261
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	2	sub-207	-1.945833	-0.040296	-0.04461714815	210.6554726	200.4580008
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	3	sub-208	-0.338655	-0.035044	-0.03936514815	-26.32018435	-36.51765618
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	4	sub-209	-1.15998	-0.385072	-0.3893931481	-0.32063287	-10.5181047
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	5	sub-210	-0.404861	0.110475	0.1061538519	-20.8636738	-31.06114563
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	6	sub-211	-0.25845	-0.040365	-0.04468614815	-23.59116543	-33.78863726
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	7	sub-213	-1.151649	-0.031094	-0.03541514815	98.21799137	88.02051954
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	8	sub-214	-1.007995	0.059677	0.05535585185	20.38092973	10.1834579
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	9	sub-215	-0.760993	-0.01395	-0.01827114815	-2.72817484	-12.92564667
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	10	sub-217	-1.628851	-0.060555	-0.06487614815	-16.04884327	-26.2463151
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	11	sub-218	-1.617047	0.188336	0.1840148519	-2.5721352	-12.76960703
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	12	sub-219	-0.58126	-0.007037	-0.01135814815	-1.44583106	-11.64330289
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	13	sub-220	-0.68792	-0.00265	-0.006971148148	10.91348011	0.7160082751
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	14	sub-221	-0.060209	-0.053704	-0.05802514815	14.28332942	4.085857585
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	15	sub-222	-1.948168	0.648126	0.6438048519	-14.92500405	-25.12247588
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	16	sub-225	-1.289973	-0.089492	-0.09381314815	-21.50542667	-31.7028985
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	17	sub-226	-0.695395	0.032982	0.02866085185	4.333710852	-5.863760983
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	18	sub-227	-0.706943	-0.174928	-0.1792491481	-4.97394845	-15.17142028
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	19	sub-228	-0.958186	0.025461	0.02113985185	0.64160507	-9.555866765
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	20	sub-230	-0.751672	0.095923	0.09160185185	52.64321501	42.44574318
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	21	sub-231	-0.749127	-0.003667	-0.007988148148	-3.04879417	-13.246266
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	22	sub-234	-0.847866	0.009984	0.005662851852	8.3448491	-1.852622735
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	23	sub-235	0.192735	-0.015244	-0.01956514815	-10.91510466	-21.11257649
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	24	sub-236	-0.907304	0.024991	0.02066985185	17.49439501	7.296923175
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	25	sub-237	-0.554126	0.049868	0.04554685185	-6.74214933	-16.93962116
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C2	mean_neg	negative	intercept	26	sub-238	-0.436653	-0.205613	-0.2099341481	23.75634695	13.55887512
