model_label	contrast	n_participants	covariates	template_tsv	template_mat	excluded_participants_tsv
cov-fdmean-blink	both-minus-sham	27	delta_fd_mean,delta_blink_rate_per_min	task-rest_model-cov-fdmean-blink_contrast-both-minus-sham_N-27_design-template.tsv	task-rest_model-cov-fdmean-blink_contrast-both-minus-sham_N-27_design-template.mat	
cov-fdmean-blink	both-minus-rtpj	27	delta_fd_mean,delta_blink_rate_per_min	task-rest_model-cov-fdmean-blink_contrast-both-minus-rtpj_N-27_design-template.tsv	task-rest_model-cov-fdmean-blink_contrast-both-minus-rtpj_N-27_design-template.mat	
cov-fdmean-blink	both-minus-vlpfc	27	delta_fd_mean,delta_blink_rate_per_min	task-rest_model-cov-fdmean-blink_contrast-both-minus-vlpfc_N-27_design-template.tsv	task-rest_model-cov-fdmean-blink_contrast-both-minus-vlpfc_N-27_design-template.mat	
cov-fdmean-blink	rtpj-minus-vlpfc	27	delta_fd_mean,delta_blink_rate_per_min	task-rest_model-cov-fdmean-blink_contrast-rtpj-minus-vlpfc_N-27_design-template.tsv	task-rest_model-cov-fdmean-blink_contrast-rtpj-minus-vlpfc_N-27_design-template.mat	
cov-fdmean-blink	rtpj-minus-sham	27	delta_fd_mean,delta_blink_rate_per_min	task-rest_model-cov-fdmean-blink_contrast-rtpj-minus-sham_N-27_design-template.tsv	task-rest_model-cov-fdmean-blink_contrast-rtpj-minus-sham_N-27_design-template.mat	
cov-fdmean-blink	vlpfc-minus-sham	27	delta_fd_mean,delta_blink_rate_per_min	task-rest_model-cov-fdmean-blink_contrast-vlpfc-minus-sham_N-27_design-template.tsv	task-rest_model-cov-fdmean-blink_contrast-vlpfc-minus-sham_N-27_design-template.mat	
cov-fdmean-blink	both-minus-mean-rtpj-vlpfc	27	delta_fd_mean,delta_blink_rate_per_min	task-rest_model-cov-fdmean-blink_contrast-both-minus-mean-rtpj-vlpfc_N-27_design-template.tsv	task-rest_model-cov-fdmean-blink_contrast-both-minus-mean-rtpj-vlpfc_N-27_design-template.mat	
