sensitivity_label	analysis	network	component	condition_contrast	direction	participant	run	condition	dual_regression_label	stage2_beta
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-189	02	sham	subject00000	-0.094725
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-189	01	rtpj	subject00001	-0.126019
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-189	04	vlpfc	subject00002	-0.258743
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-189	03	both	subject00003	-0.308818
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-203	03	sham	subject00004	0.198739
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-203	04	rtpj	subject00005	0.287465
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-203	01	vlpfc	subject00006	-0.095837
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-203	02	both	subject00007	-0.035533
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-207	02	sham	subject00008	-0.37028
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-207	01	rtpj	subject00009	0.666521
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-207	04	vlpfc	subject00010	0.031622
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-207	03	both	subject00011	-0.146734
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-208	04	sham	subject00012	-0.195389
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-208	02	rtpj	subject00013	0.159694
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-208	03	vlpfc	subject00014	-0.037481
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-208	01	both	subject00015	-0.505378
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-209	01	sham	subject00016	-0.629717
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-209	03	rtpj	subject00017	0.270442
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-209	02	vlpfc	subject00018	-0.683302
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-209	04	both	subject00019	-0.084167
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-210	03	sham	subject00020	0.166158
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-210	04	rtpj	subject00021	-0.129255
none	smith09-reward_ppi-dmn-right-fpn	dmn-x-right-fpn	12	rtpj-minus-vlpfc	positive	sub-210	01	vlpfc	subject00022	-0.197782
