sensitivity_label	analysis	network	component	condition_contrast	direction	participant	run	condition	dual_regression_label	stage2_beta
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-189	02	sham	subject00000	1.122201
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-189	01	rtpj	subject00001	-0.134415
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-189	04	vlpfc	subject00002	1.472416
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-189	03	both	subject00003	0.974408
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-203	03	sham	subject00004	1.321224
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-203	04	rtpj	subject00005	1.409905
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-203	01	vlpfc	subject00006	1.522437
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-203	02	both	subject00007	1.662552
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-207	02	sham	subject00008	-0.233671
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-207	01	rtpj	subject00009	-0.465024
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-207	04	vlpfc	subject00010	0.565004
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-207	03	both	subject00011	0.701562
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-208	04	sham	subject00012	1.213352
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-208	02	rtpj	subject00013	2.068384
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-208	03	vlpfc	subject00014	2.109925
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-208	01	both	subject00015	2.145778
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-209	01	sham	subject00016	1.557289
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-209	03	rtpj	subject00017	-0.201653
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-209	02	vlpfc	subject00018	0.458636
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-209	04	both	subject00019	0.429235
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-210	03	sham	subject00020	0.830098
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-210	04	rtpj	subject00021	0.56086
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-210	01	vlpfc	subject00022	0.554489
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-210	02	both	subject00023	1.953718
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-211	04	sham	subject00024	0.825608
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-211	02	rtpj	subject00025	0.039153
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-211	03	vlpfc	subject00026	0.803311
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-211	01	both	subject00027	0.334766
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-213	01	sham	subject00028	0.721455
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-213	03	rtpj	subject00029	0.278637
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-213	02	vlpfc	subject00030	0.731128
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-213	04	both	subject00031	0.982907
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-214	04	sham	subject00032	-0.111279
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-214	02	rtpj	subject00033	0.718606
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-214	03	vlpfc	subject00034	0.607658
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-214	01	both	subject00035	1.08366
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-215	02	sham	subject00036	0.20168
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-215	01	rtpj	subject00037	0.243966
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-215	04	vlpfc	subject00038	0.860813
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-215	03	both	subject00039	0.757885
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-217	03	sham	subject00040	1.561413
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-217	04	rtpj	subject00041	1.092572
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-217	01	vlpfc	subject00042	1.518842
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-217	02	both	subject00043	2.023476
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-218	01	sham	subject00044	0.431711
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-218	03	rtpj	subject00045	0.85162
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-218	02	vlpfc	subject00046	1.88364
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-218	04	both	subject00047	2.59483
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-219	04	sham	subject00048	0.997541
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-219	02	rtpj	subject00049	0.194082
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-219	03	vlpfc	subject00050	0.431337
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-219	01	both	subject00051	0.60396
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-220	02	sham	subject00052	0.81524
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-220	01	rtpj	subject00053	-0.697303
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-220	04	vlpfc	subject00054	-0.266746
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-220	03	both	subject00055	0.486815
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-221	02	sham	subject00056	1.02352
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-221	01	rtpj	subject00057	0.58251
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-221	04	vlpfc	subject00058	1.490103
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-221	03	both	subject00059	0.631602
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-222	03	sham	subject00060	3.233125
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-222	04	rtpj	subject00061	0.283061
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-222	01	vlpfc	subject00062	0.953029
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-222	02	both	subject00063	3.959719
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-225	04	sham	subject00064	1.035219
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-225	02	rtpj	subject00065	1.138983
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-225	03	vlpfc	subject00066	1.391357
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-225	01	both	subject00067	0.5927
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-226	03	sham	subject00068	0.942514
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-226	04	rtpj	subject00069	0.272765
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-226	01	vlpfc	subject00070	1.142238
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-226	02	both	subject00071	1.500315
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-227	02	sham	subject00072	0.967536
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-227	01	rtpj	subject00073	0.710086
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-227	04	vlpfc	subject00074	1.141483
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-227	03	both	subject00075	1.4418
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-228	01	sham	subject00076	0.827454
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-228	03	rtpj	subject00077	0.615798
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-228	02	vlpfc	subject00078	0.491672
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-228	04	both	subject00079	0.557056
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-230	01	sham	subject00080	0.79881
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-230	03	rtpj	subject00081	0.105157
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-230	02	vlpfc	subject00082	0.061837
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-230	04	both	subject00083	1.297748
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-231	03	sham	subject00084	0.731763
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-231	04	rtpj	subject00085	0.678127
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-231	01	vlpfc	subject00086	0.831639
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-231	02	both	subject00087	0.943857
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-234	04	sham	subject00088	0.356086
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-234	02	rtpj	subject00089	-0.044201
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-234	03	vlpfc	subject00090	0.781351
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-234	01	both	subject00091	1.028802
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-235	01	sham	subject00092	-0.177266
none	smith09	sensorimotor	6	both-minus-rtpj	positive	sub-235	03	rtpj	subject00093	-0.572911
