sensitivity_label	analysis	network	component	condition_contrast	direction	participant	run	condition	dual_regression_label	stage2_beta
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-189	02	sham	subject00000	-0.35115
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-189	01	rtpj	subject00001	0.265219
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-189	04	vlpfc	subject00002	-0.799129
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-189	03	both	subject00003	0.133119
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-203	03	sham	subject00004	-0.389469
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-203	04	rtpj	subject00005	-0.257612
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-203	01	vlpfc	subject00006	-0.867066
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-203	02	both	subject00007	-0.579207
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-207	02	sham	subject00008	-1.298943
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-207	01	rtpj	subject00009	0.565735
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-207	04	vlpfc	subject00010	-0.503402
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-207	03	both	subject00011	-0.84467
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-208	04	sham	subject00012	-0.333453
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-208	02	rtpj	subject00013	-0.441102
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-208	03	vlpfc	subject00014	-0.599587
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-208	01	both	subject00015	-1.004348
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-209	01	sham	subject00016	-1.120171
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-209	03	rtpj	subject00017	-0.501519
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-209	02	vlpfc	subject00018	-1.232027
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-209	04	both	subject00019	-1.635412
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-210	03	sham	subject00020	0.151678
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-210	04	rtpj	subject00021	-0.12381
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-210	01	vlpfc	subject00022	-0.475343
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-210	02	both	subject00023	-0.32572
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-211	04	sham	subject00024	0.16506
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-211	02	rtpj	subject00025	-0.282769
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-211	03	vlpfc	subject00026	-0.077188
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-211	01	both	subject00027	-0.422836
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-213	01	sham	subject00028	0.328548
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-213	03	rtpj	subject00029	-0.142372
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-213	02	vlpfc	subject00030	-0.328068
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-213	04	both	subject00031	-0.183971
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-214	04	sham	subject00032	-0.148957
none	smith09-reward	ecn	8	both-minus-rtpj	negative	sub-214	02	rtpj	subject00033	0.378881
