sensitivity_label	analysis	network	component	condition_contrast	direction	participant	run	condition	dual_regression_label	stage2_beta
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-189	02	sham	subject00000	-0.402033
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-189	01	rtpj	subject00001	-0.492629
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-189	04	vlpfc	subject00002	-0.247441
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-189	03	both	subject00003	-0.266705
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-203	03	sham	subject00004	-0.797489
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-203	04	rtpj	subject00005	-0.202724
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-203	01	vlpfc	subject00006	-0.62913
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-203	02	both	subject00007	-0.933489
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-207	02	sham	subject00008	-2.621975
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-207	01	rtpj	subject00009	-0.215613
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-207	04	vlpfc	subject00010	0.190884
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-207	03	both	subject00011	-0.523316
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-208	04	sham	subject00012	-0.962947
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-208	02	rtpj	subject00013	-0.224804
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-208	03	vlpfc	subject00014	-0.445399
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-208	01	both	subject00015	-0.371377
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-209	01	sham	subject00016	-0.77723
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-209	03	rtpj	subject00017	0.956632
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-209	02	vlpfc	subject00018	-0.988185
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-209	04	both	subject00019	-0.322565
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-210	03	sham	subject00020	-0.552811
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-210	04	rtpj	subject00021	0.140682
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-210	01	vlpfc	subject00022	-0.429246
none	smith09-reward	brain-reward-signature	11	rtpj-minus-sham	positive	sub-210	02	both	subject00023	-1.316021
