sensitivity_label	analysis	network	component	condition_contrast	direction	participant	run	condition	dual_regression_label	stage2_beta
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-189	02	sham	subject00000	0.108113
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-189	01	rtpj	subject00001	0.14702
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-189	04	vlpfc	subject00002	-0.310297
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-189	03	both	subject00003	0.389406
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-203	03	sham	subject00004	-2.051091
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-203	04	rtpj	subject00005	-1.071475
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-203	01	vlpfc	subject00006	-1.162605
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-203	02	both	subject00007	-2.218512
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-207	02	sham	subject00008	-0.2402
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-207	01	rtpj	subject00009	-0.326545
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-207	04	vlpfc	subject00010	-0.871887
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-207	03	both	subject00011	0.623003
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-208	04	sham	subject00012	-0.184612
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-208	02	rtpj	subject00013	-0.107702
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-208	03	vlpfc	subject00014	-0.129488
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-208	01	both	subject00015	-0.219699
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-209	01	sham	subject00016	-3.468169
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-209	03	rtpj	subject00017	-1.712574
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-209	02	vlpfc	subject00018	-2.446745
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-209	04	both	subject00019	-1.114885
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-210	03	sham	subject00020	-0.287404
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-210	04	rtpj	subject00021	-0.011489
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-210	01	vlpfc	subject00022	0.146616
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-210	02	both	subject00023	0.334211
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-211	04	sham	subject00024	-1.277064
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-211	02	rtpj	subject00025	-0.203172
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-211	03	vlpfc	subject00026	-1.319772
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-211	01	both	subject00027	-0.706727
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-213	01	sham	subject00028	-0.992355
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-213	03	rtpj	subject00029	-0.081446
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-213	02	vlpfc	subject00030	-0.771037
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-213	04	both	subject00031	-1.08162
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-214	04	sham	subject00032	-0.108898
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-214	02	rtpj	subject00033	0.934368
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-214	03	vlpfc	subject00034	-2.572048
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-214	01	both	subject00035	-0.875251
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-215	02	sham	subject00036	-0.322043
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-215	01	rtpj	subject00037	0.295424
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-215	04	vlpfc	subject00038	-0.307397
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-215	03	both	subject00039	-0.702983
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-217	03	sham	subject00040	-1.102773
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-217	04	rtpj	subject00041	-0.655038
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-217	01	vlpfc	subject00042	-3.791547
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-217	02	both	subject00043	-2.552322
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-218	01	sham	subject00044	-1.01888
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-218	03	rtpj	subject00045	1.024907
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-218	02	vlpfc	subject00046	-1.391805
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-218	04	both	subject00047	-0.260856
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-219	04	sham	subject00048	-3.223073
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-219	02	rtpj	subject00049	-1.929352
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-219	03	vlpfc	subject00050	-0.471235
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-219	01	both	subject00051	-4.713271
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-220	02	sham	subject00052	-0.826048
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-220	01	rtpj	subject00053	-0.146694
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-220	04	vlpfc	subject00054	-0.345273
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-220	03	both	subject00055	-0.676911
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-221	02	sham	subject00056	-0.043611
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-221	01	rtpj	subject00057	0.081958
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-221	04	vlpfc	subject00058	-0.418646
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-221	03	both	subject00059	-0.017697
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-222	03	sham	subject00060	-3.140115
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-222	04	rtpj	subject00061	1.141271
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-222	01	vlpfc	subject00062	1.274407
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-222	02	both	subject00063	2.999676
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-225	04	sham	subject00064	-0.819294
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-225	02	rtpj	subject00065	0.248004
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-225	03	vlpfc	subject00066	-0.491601
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-225	01	both	subject00067	-1.116276
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-226	03	sham	subject00068	-1.172348
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-226	04	rtpj	subject00069	1.253933
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-226	01	vlpfc	subject00070	-0.136376
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-226	02	both	subject00071	0.613449
none	20	sensorimotor	3	rtpj-minus-sham	positive	sub-227	02	sham	subject00072	-1.495435
