sensitivity_label	analysis	network	component	condition_contrast	direction	participant	run	condition	dual_regression_label	stage2_beta
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-189	02	sham	subject00000	0.368656
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-189	01	rtpj	subject00001	0.524007
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-189	04	vlpfc	subject00002	0.892528
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-189	03	both	subject00003	0.948273
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-203	03	sham	subject00004	0.671059
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-203	04	rtpj	subject00005	0.508778
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-203	01	vlpfc	subject00006	1.242138
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-203	02	both	subject00007	1.110513
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-207	02	sham	subject00008	-0.885367
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-207	01	rtpj	subject00009	0.157163
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-207	04	vlpfc	subject00010	0.313405
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-207	03	both	subject00011	0.536358
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-208	04	sham	subject00012	0.953605
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-208	02	rtpj	subject00013	1.026771
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-208	03	vlpfc	subject00014	0.738245
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-208	01	both	subject00015	1.169244
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-209	01	sham	subject00016	1.331357
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-209	03	rtpj	subject00017	2.422173
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-209	02	vlpfc	subject00018	1.003399
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-209	04	both	subject00019	2.174207
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-210	03	sham	subject00020	0.389121
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-210	04	rtpj	subject00021	0.585137
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-210	01	vlpfc	subject00022	0.08394
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-210	02	both	subject00023	1.176738
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-211	04	sham	subject00024	-0.069077
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-211	02	rtpj	subject00025	0.384955
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-211	03	vlpfc	subject00026	0.409484
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-211	01	both	subject00027	0.106668
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-213	01	sham	subject00028	0.863914
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-213	03	rtpj	subject00029	0.739766
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-213	02	vlpfc	subject00030	0.694728
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-213	04	both	subject00031	1.363144
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-214	04	sham	subject00032	0.944678
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-214	02	rtpj	subject00033	1.365134
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-214	03	vlpfc	subject00034	0.907348
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-214	01	both	subject00035	0.332482
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-215	02	sham	subject00036	0.756549
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-215	01	rtpj	subject00037	1.407225
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-215	04	vlpfc	subject00038	1.661469
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-215	03	both	subject00039	1.085725
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-217	03	sham	subject00040	1.61065
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-217	04	rtpj	subject00041	1.470735
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-217	01	vlpfc	subject00042	1.535885
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-217	02	both	subject00043	1.176479
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-218	01	sham	subject00044	0.34164
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-218	03	rtpj	subject00045	1.615049
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-218	02	vlpfc	subject00046	1.049305
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-218	04	both	subject00047	1.157354
none	smith09	sensorimotor	6	both-minus-sham	positive	sub-219	04	sham	subject00048	0.36838
