sensitivity_label	analysis	network	component	condition_contrast	direction	participant	run	condition	dual_regression_label	stage2_beta
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-189	02	sham	subject00000	2.098916
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-189	01	rtpj	subject00001	-1.614515
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-189	04	vlpfc	subject00002	0.427035
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-189	03	both	subject00003	-0.660425
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-203	03	sham	subject00004	-0.057434
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-203	04	rtpj	subject00005	-2.005756
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-203	01	vlpfc	subject00006	-0.015243
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-203	02	both	subject00007	-0.138397
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-207	02	sham	subject00008	3.44535
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-207	01	rtpj	subject00009	-1.892814
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-207	04	vlpfc	subject00010	-0.475989
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-207	03	both	subject00011	1.17317
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-208	04	sham	subject00012	0.504338
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-208	02	rtpj	subject00013	0.014175
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-208	03	vlpfc	subject00014	0.022177
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-208	01	both	subject00015	-0.194294
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-209	01	sham	subject00016	0.229478
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-209	03	rtpj	subject00017	0.357596
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-209	02	vlpfc	subject00018	1.385503
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-209	04	both	subject00019	0.065612
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-210	03	sham	subject00020	0.173168
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-210	04	rtpj	subject00021	-0.294721
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-210	01	vlpfc	subject00022	0.894109
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-210	02	both	subject00023	0.271339
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-211	04	sham	subject00024	-1.149005
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-211	02	rtpj	subject00025	-1.649091
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-211	03	vlpfc	subject00026	0.749452
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-211	01	both	subject00027	0.854556
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-213	01	sham	subject00028	-0.225703
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-213	03	rtpj	subject00029	-0.64861
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-213	02	vlpfc	subject00030	-0.826061
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-213	04	both	subject00031	-0.468375
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-214	04	sham	subject00032	-1.432093
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-214	02	rtpj	subject00033	-1.501764
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-214	03	vlpfc	subject00034	2.574182
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-214	01	both	subject00035	0.742789
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-215	02	sham	subject00036	0.252008
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-215	01	rtpj	subject00037	-3.239115
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-215	04	vlpfc	subject00038	0.35636
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-215	03	both	subject00039	0.884221
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-217	03	sham	subject00040	-0.900185
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-217	04	rtpj	subject00041	-0.986511
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-217	01	vlpfc	subject00042	1.495327
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-217	02	both	subject00043	-0.574901
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-218	01	sham	subject00044	0.184278
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-218	03	rtpj	subject00045	-0.710452
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-218	02	vlpfc	subject00046	-0.858782
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-218	04	both	subject00047	-0.459614
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-219	04	sham	subject00048	0.752747
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-219	02	rtpj	subject00049	-0.669014
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-219	03	vlpfc	subject00050	0.777509
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-219	01	both	subject00051	-0.458285
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-220	02	sham	subject00052	0.107662
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-220	01	rtpj	subject00053	-1.97959
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-220	04	vlpfc	subject00054	0.25515
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-220	03	both	subject00055	2.503512
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-221	02	sham	subject00056	0.398022
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-221	01	rtpj	subject00057	0.930393
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-221	04	vlpfc	subject00058	1.358902
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-221	03	both	subject00059	-0.489916
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-222	03	sham	subject00060	-0.551344
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-222	04	rtpj	subject00061	-1.28457
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-222	01	vlpfc	subject00062	1.026045
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-222	02	both	subject00063	-2.382583
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-225	04	sham	subject00064	-0.398801
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-225	02	rtpj	subject00065	0.039964
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-225	03	vlpfc	subject00066	1.290632
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-225	01	both	subject00067	2.039826
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-226	03	sham	subject00068	-2.589784
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-226	04	rtpj	subject00069	-0.141323
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-226	01	vlpfc	subject00070	4.060592
none	0	dmn	23	rtpj-minus-vlpfc	negative	sub-226	02	both	subject00071	0.074077
