sensitivity_label	analysis	network	component	condition_contrast	direction	participant	run	condition	dual_regression_label	stage2_beta
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-189	02	sham	subject00000	-0.661235
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-189	01	rtpj	subject00001	-0.341724
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-189	04	vlpfc	subject00002	-1.533336
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-189	03	both	subject00003	-0.79196
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-203	03	sham	subject00004	-0.186269
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-203	04	rtpj	subject00005	-0.015221
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-203	01	vlpfc	subject00006	-0.498179
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-203	02	both	subject00007	0.020255
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-207	02	sham	subject00008	-0.093966
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-207	01	rtpj	subject00009	-0.237856
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-207	04	vlpfc	subject00010	-1.607076
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-207	03	both	subject00011	0.086593
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-208	04	sham	subject00012	-0.833312
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-208	02	rtpj	subject00013	-0.860654
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-208	03	vlpfc	subject00014	-1.113099
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-208	01	both	subject00015	-0.232741
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-209	01	sham	subject00016	-0.340287
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-209	03	rtpj	subject00017	-1.120134
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-209	02	vlpfc	subject00018	-1.395988
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-209	04	both	subject00019	-0.392472
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-210	03	sham	subject00020	-0.337032
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-210	04	rtpj	subject00021	0.315791
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-210	01	vlpfc	subject00022	-0.566319
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-210	02	both	subject00023	-0.342372
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-211	04	sham	subject00024	-0.134045
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-211	02	rtpj	subject00025	-0.107582
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-211	03	vlpfc	subject00026	-0.328575
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-211	01	both	subject00027	-0.378947
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-213	01	sham	subject00028	-1.070525
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-213	03	rtpj	subject00029	-0.278242
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-213	02	vlpfc	subject00030	-0.850941
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-213	04	both	subject00031	-0.745007
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-214	04	sham	subject00032	-0.503212
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-214	02	rtpj	subject00033	-0.475086
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-214	03	vlpfc	subject00034	0.046164
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-214	01	both	subject00035	0.146131
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-215	02	sham	subject00036	-0.931781
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-215	01	rtpj	subject00037	-0.261678
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-215	04	vlpfc	subject00038	-0.461045
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-215	03	both	subject00039	0.151845
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-217	03	sham	subject00040	0.210699
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-217	04	rtpj	subject00041	-0.613693
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-217	01	vlpfc	subject00042	-1.022423
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-217	02	both	subject00043	0.047974
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-218	01	sham	subject00044	0.30204
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-218	03	rtpj	subject00045	-0.231102
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-218	02	vlpfc	subject00046	-1.390129
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-218	04	both	subject00047	-0.376123
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-219	04	sham	subject00048	-0.771812
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-219	02	rtpj	subject00049	0.056873
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-219	03	vlpfc	subject00050	-0.859055
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-219	01	both	subject00051	-0.855748
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-220	02	sham	subject00052	-0.369094
none	20	primary-visual-lateral-visual	6	both-minus-vlpfc	positive	sub-220	01	rtpj	subject00053	-0.644156
