sensitivity_label	analysis	network	component	condition_contrast	direction	participant	run	condition	dual_regression_label	stage2_beta
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-189	02	sham	subject00000	0.732185
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-189	01	rtpj	subject00001	-0.886859
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-189	04	vlpfc	subject00002	1.273422
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-189	03	both	subject00003	-1.839657
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-203	03	sham	subject00004	-0.651331
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-203	04	rtpj	subject00005	0.252817
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-203	01	vlpfc	subject00006	0.402653
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-203	02	both	subject00007	0.04002
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-207	02	sham	subject00008	-2.098663
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-207	01	rtpj	subject00009	0.992133
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-207	04	vlpfc	subject00010	0.103155
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-207	03	both	subject00011	-1.613833
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-208	04	sham	subject00012	-0.058277
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-208	02	rtpj	subject00013	0.185056
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-208	03	vlpfc	subject00014	-0.230791
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-208	01	both	subject00015	-0.330521
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-209	01	sham	subject00016	-0.898593
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-209	03	rtpj	subject00017	1.216619
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-209	02	vlpfc	subject00018	0.034497
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-209	04	both	subject00019	-0.867009
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-210	03	sham	subject00020	0.171352
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-210	04	rtpj	subject00021	-0.338744
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-210	01	vlpfc	subject00022	0.182275
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-210	02	both	subject00023	-0.780017
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-211	04	sham	subject00024	-0.110401
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-211	02	rtpj	subject00025	-0.080313
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-211	03	vlpfc	subject00026	-0.744398
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-211	01	both	subject00027	-0.90676
none	smith09-reward	lateral-visual	3	both-minus-vlpfc	negative	sub-213	01	sham	subject00028	-0.641929
