sensitivity_label	analysis	network	component	condition_contrast	direction	participant	run	condition	dual_regression_label	stage2_beta
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-189	02	sham	subject00000	-0.163032
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-189	01	rtpj	subject00001	-0.526431
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-189	04	vlpfc	subject00002	-0.133419
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-189	03	both	subject00003	0.507483
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-203	03	sham	subject00004	0.131337
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-203	04	rtpj	subject00005	-0.118706
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-203	01	vlpfc	subject00006	0.282548
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-203	02	both	subject00007	0.262035
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-207	02	sham	subject00008	0.477953
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-207	01	rtpj	subject00009	-0.58286
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-207	04	vlpfc	subject00010	-0.158263
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-207	03	both	subject00011	0.442447
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-208	04	sham	subject00012	0.167869
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-208	02	rtpj	subject00013	-0.312281
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-208	03	vlpfc	subject00014	0.080598
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-208	01	both	subject00015	0.552443
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-209	01	sham	subject00016	-0.879749
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-209	03	rtpj	subject00017	-1.975562
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-209	02	vlpfc	subject00018	0.038684
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-209	04	both	subject00019	-0.267673
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-210	03	sham	subject00020	0.525899
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-210	04	rtpj	subject00021	0.183641
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-210	01	vlpfc	subject00022	0.308344
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-210	02	both	subject00023	0.324673
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-211	04	sham	subject00024	1.059401
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-211	02	rtpj	subject00025	0.314692
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-211	03	vlpfc	subject00026	0.353221
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-211	01	both	subject00027	-0.15418
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-213	01	sham	subject00028	0.416417
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-213	03	rtpj	subject00029	-0.005323
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-213	02	vlpfc	subject00030	0.469907
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-213	04	both	subject00031	0.294532
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-214	04	sham	subject00032	0.735085
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-214	02	rtpj	subject00033	0.453571
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-214	03	vlpfc	subject00034	0.124605
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-214	01	both	subject00035	0.552714
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-215	02	sham	subject00036	-0.372796
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-215	01	rtpj	subject00037	-0.534264
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-215	04	vlpfc	subject00038	-0.498848
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-215	03	both	subject00039	-0.104353
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-217	03	sham	subject00040	-0.040147
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-217	04	rtpj	subject00041	0.090283
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-217	01	vlpfc	subject00042	-0.244211
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-217	02	both	subject00043	0.036084
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-218	01	sham	subject00044	0.577118
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-218	03	rtpj	subject00045	-0.3896
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-218	02	vlpfc	subject00046	0.60652
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-218	04	both	subject00047	0.207583
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-219	04	sham	subject00048	-0.110729
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-219	02	rtpj	subject00049	-0.318849
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-219	03	vlpfc	subject00050	-0.157832
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-219	01	both	subject00051	0.517115
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-220	02	sham	subject00052	0.583563
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-220	01	rtpj	subject00053	0.108164
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-220	04	vlpfc	subject00054	0.294539
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-220	03	both	subject00055	0.664111
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-221	02	sham	subject00056	0.177512
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-221	01	rtpj	subject00057	-0.405394
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-221	04	vlpfc	subject00058	0.524619
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-221	03	both	subject00059	-0.008753
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-222	03	sham	subject00060	0.264578
none	smith09-reward	sensorimotor	6	rtpj-minus-sham	negative	sub-222	04	rtpj	subject00061	-0.445419
