sensitivity_label	analysis	network	component	condition_contrast	direction	participant	run	condition	dual_regression_label	stage2_beta
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-231	02	both	subject00087	0.997728
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-234	04	sham	subject00088	0.53374
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-234	02	rtpj	subject00089	0.087504
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-234	03	vlpfc	subject00090	0.95419
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-234	01	both	subject00091	0.957455
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-235	01	sham	subject00092	-0.1855
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-235	03	rtpj	subject00093	-0.530549
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-235	02	vlpfc	subject00094	1.213263
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-235	04	both	subject00095	1.496083
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-236	02	sham	subject00096	0.316088
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-236	01	rtpj	subject00097	0.302657
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-236	04	vlpfc	subject00098	1.11783
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-236	03	both	subject00099	1.096728
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-237	03	sham	subject00100	0.588791
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-237	04	rtpj	subject00101	0.534335
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-237	01	vlpfc	subject00102	1.474594
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-237	02	both	subject00103	1.269038
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-238	04	sham	subject00104	2.193955
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-238	02	rtpj	subject00105	1.247915
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-238	03	vlpfc	subject00106	1.829794
none	smith09-reward	sensorimotor	6	both-minus-rtpj	positive	sub-238	01	both	subject00107	2.052157
