sensitivity_label	analysis	network	component	condition_contrast	direction	participant	run	condition	dual_regression_label	stage2_beta
none	20	occipital-pole	17	both-minus-sham	negative	sub-189	02	sham	subject00000	-0.060159
none	20	occipital-pole	17	both-minus-sham	negative	sub-189	01	rtpj	subject00001	-0.444062
none	20	occipital-pole	17	both-minus-sham	negative	sub-189	04	vlpfc	subject00002	0.075213
none	20	occipital-pole	17	both-minus-sham	negative	sub-189	03	both	subject00003	-0.82819
none	20	occipital-pole	17	both-minus-sham	negative	sub-203	03	sham	subject00004	0.634842
none	20	occipital-pole	17	both-minus-sham	negative	sub-203	04	rtpj	subject00005	0.384244
none	20	occipital-pole	17	both-minus-sham	negative	sub-203	01	vlpfc	subject00006	0.045427
none	20	occipital-pole	17	both-minus-sham	negative	sub-203	02	both	subject00007	0.598219
none	20	occipital-pole	17	both-minus-sham	negative	sub-207	02	sham	subject00008	0.875152
none	20	occipital-pole	17	both-minus-sham	negative	sub-207	01	rtpj	subject00009	-0.572638
none	20	occipital-pole	17	both-minus-sham	negative	sub-207	04	vlpfc	subject00010	2.027072
none	20	occipital-pole	17	both-minus-sham	negative	sub-207	03	both	subject00011	-0.83523
none	20	occipital-pole	17	both-minus-sham	negative	sub-208	04	sham	subject00012	1.346507
none	20	occipital-pole	17	both-minus-sham	negative	sub-208	02	rtpj	subject00013	0.6764
none	20	occipital-pole	17	both-minus-sham	negative	sub-208	03	vlpfc	subject00014	0.717291
none	20	occipital-pole	17	both-minus-sham	negative	sub-208	01	both	subject00015	0.384562
none	20	occipital-pole	17	both-minus-sham	negative	sub-209	01	sham	subject00016	0.240834
none	20	occipital-pole	17	both-minus-sham	negative	sub-209	03	rtpj	subject00017	-0.457049
none	20	occipital-pole	17	both-minus-sham	negative	sub-209	02	vlpfc	subject00018	1.097647
none	20	occipital-pole	17	both-minus-sham	negative	sub-209	04	both	subject00019	-0.146853
none	20	occipital-pole	17	both-minus-sham	negative	sub-210	03	sham	subject00020	0.057711
none	20	occipital-pole	17	both-minus-sham	negative	sub-210	04	rtpj	subject00021	0.100705
none	20	occipital-pole	17	both-minus-sham	negative	sub-210	01	vlpfc	subject00022	0.293899
none	20	occipital-pole	17	both-minus-sham	negative	sub-210	02	both	subject00023	-0.031517
