sensitivity_label	excluded_participants	analysis	network	component	condition_contrast	design_contrast	direction	inference	design_con_valid	group_input_exists	expected_participants	group_input_volumes	group_input_complete	completion_marker_exists	tstat_exists	corrp_exists	peak_corrp	peak_gt_threshold	status	corrp_file	copied_image	copied_sidecar	roi_values_tsv
none		smith09-reward	right-fpn	9	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.002	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0009_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0009_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	right-fpn	9	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.648	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0009_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0009_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	right-fpn	9	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.6488	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0009_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0009_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	right-fpn	9	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.6568	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0009_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0009_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	right-fpn	9	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.9378	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0009_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0009_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	right-fpn	9	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0574	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0009_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0009_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	right-fpn	9	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.2632	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0009_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0009_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	right-fpn	9	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0622	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0009_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0009_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	right-fpn	9	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.239	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0009_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0009_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	right-fpn	9	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.641	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0009_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0009_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	right-fpn	9	mean-stimulation-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.4846	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0009_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0009_stat-beta_contrast-mean-stimulation-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	right-fpn	9	mean-stimulation-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0518	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0009_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0009_stat-beta_contrast-mean-stimulation-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	left-fpn	10	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.8086	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0010_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0010_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	left-fpn	10	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.7106	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0010_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0010_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	left-fpn	10	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0010_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0010_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	left-fpn	10	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.478	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0010_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0010_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	left-fpn	10	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.4954	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0010_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0010_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	left-fpn	10	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.6748	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0010_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0010_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	left-fpn	10	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.8586	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0010_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0010_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	left-fpn	10	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.6478	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0010_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0010_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	left-fpn	10	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.2736	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0010_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0010_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	left-fpn	10	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.2748	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0010_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0010_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	left-fpn	10	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0692	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0010_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0010_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	left-fpn	10	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.536	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0010_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0010_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	left-fpn	10	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.047	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0010_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0010_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	left-fpn	10	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.2636	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0010_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0010_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	left-fpn	10	mean-stimulation-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0772	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0010_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0010_stat-beta_contrast-mean-stimulation-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	left-fpn	10	mean-stimulation-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3038	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0010_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0010_stat-beta_contrast-mean-stimulation-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	brain-reward-signature	11	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.7246	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0011_stat-beta/randomise/network-brain-reward-signature/task-rest_network-brain-reward-signature_component-0011_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	brain-reward-signature	11	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.1216	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0011_stat-beta/randomise/network-brain-reward-signature/task-rest_network-brain-reward-signature_component-0011_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	brain-reward-signature	11	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0742	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0011_stat-beta/randomise/network-brain-reward-signature/task-rest_network-brain-reward-signature_component-0011_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	brain-reward-signature	11	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.9482	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0011_stat-beta/randomise/network-brain-reward-signature/task-rest_network-brain-reward-signature_component-0011_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	brain-reward-signature	11	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.9498	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0011_stat-beta/randomise/network-brain-reward-signature/task-rest_network-brain-reward-signature_component-0011_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	brain-reward-signature	11	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3142	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0011_stat-beta/randomise/network-brain-reward-signature/task-rest_network-brain-reward-signature_component-0011_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	brain-reward-signature	11	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.8604	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0011_stat-beta/randomise/network-brain-reward-signature/task-rest_network-brain-reward-signature_component-0011_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
