sensitivity_label	excluded_participants	analysis	network	component	condition_contrast	design_contrast	direction	inference	design_con_valid	group_input_exists	expected_participants	group_input_volumes	group_input_complete	completion_marker_exists	tstat_exists	corrp_exists	peak_corrp	peak_gt_threshold	status	corrp_file	copied_image	copied_sidecar	roi_values_tsv
none		smith09-reward	brain-reward-signature	11	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0758	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0011_stat-beta/randomise/network-brain-reward-signature/task-rest_network-brain-reward-signature_component-0011_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	brain-reward-signature	11	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.9626	true	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0011_stat-beta/randomise/network-brain-reward-signature/task-rest_network-brain-reward-signature_component-0011_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-smith09RewardBrainRewardSignatureComp0011RtpjMinusShamPositiveClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-smith09RewardBrainRewardSignatureComp0011RtpjMinusShamPositiveClusterExtentCorrp_stat-corrp_statmap.json	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-smith09RewardBrainRewardSignatureComp0011RtpjMinusShamPositiveClusterExtentCorrp_stat-stage2Beta_timeseries.tsv
none		smith09-reward	brain-reward-signature	11	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.5606	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0011_stat-beta/randomise/network-brain-reward-signature/task-rest_network-brain-reward-signature_component-0011_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	brain-reward-signature	11	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.106	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0011_stat-beta/randomise/network-brain-reward-signature/task-rest_network-brain-reward-signature_component-0011_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	brain-reward-signature	11	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.7228	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0011_stat-beta/randomise/network-brain-reward-signature/task-rest_network-brain-reward-signature_component-0011_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	brain-reward-signature	11	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.7302	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0011_stat-beta/randomise/network-brain-reward-signature/task-rest_network-brain-reward-signature_component-0011_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	brain-reward-signature	11	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3208	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0011_stat-beta/randomise/network-brain-reward-signature/task-rest_network-brain-reward-signature_component-0011_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	brain-reward-signature	11	mean-stimulation-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.1164	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0011_stat-beta/randomise/network-brain-reward-signature/task-rest_network-brain-reward-signature_component-0011_stat-beta_contrast-mean-stimulation-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	brain-reward-signature	11	mean-stimulation-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.8842	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0011_stat-beta/randomise/network-brain-reward-signature/task-rest_network-brain-reward-signature_component-0011_stat-beta_contrast-mean-stimulation-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	primary-visual	1	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.994	true	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0001_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0001_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-smith09RewardPrimaryVisualComp0001BothMinusShamPositiveClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-smith09RewardPrimaryVisualComp0001BothMinusShamPositiveClusterExtentCorrp_stat-corrp_statmap.json	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-smith09RewardPrimaryVisualComp0001BothMinusShamPositiveClusterExtentCorrp_stat-stage2Beta_timeseries.tsv
none		smith09-reward	primary-visual	1	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0844	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0001_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0001_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	primary-visual	1	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.2456	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0001_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0001_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	primary-visual	1	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.2566	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0001_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0001_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	primary-visual	1	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.6896	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0001_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0001_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	primary-visual	1	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.5028	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0001_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0001_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	primary-visual	1	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.2644	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0001_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0001_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	primary-visual	1	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0672	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0001_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0001_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	primary-visual	1	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.881	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0001_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0001_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	primary-visual	1	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0736	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0001_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0001_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	primary-visual	1	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.5602	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0001_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0001_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	primary-visual	1	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0826	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0001_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0001_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	primary-visual	1	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.6756	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0001_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0001_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	primary-visual	1	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.6842	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0001_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0001_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	primary-visual	1	mean-stimulation-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3094	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0001_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0001_stat-beta_contrast-mean-stimulation-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	primary-visual	1	mean-stimulation-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0034	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0001_stat-beta/randomise/network-primary-visual/task-rest_network-primary-visual_component-0001_stat-beta_contrast-mean-stimulation-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	occipital-pole	2	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.327	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0002_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0002_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	occipital-pole	2	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.8934	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0002_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0002_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	occipital-pole	2	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.2866	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0002_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0002_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	occipital-pole	2	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.293	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0002_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0002_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	occipital-pole	2	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.9898	true	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0002_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0002_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-smith09RewardOccipitalPoleComp0002BothMinusVlpfcPositiveClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-smith09RewardOccipitalPoleComp0002BothMinusVlpfcPositiveClusterExtentCorrp_stat-corrp_statmap.json	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-smith09RewardOccipitalPoleComp0002BothMinusVlpfcPositiveClusterExtentCorrp_stat-stage2Beta_timeseries.tsv
none		smith09-reward	occipital-pole	2	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3334	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0002_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0002_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	occipital-pole	2	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.793	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0002_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0002_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	occipital-pole	2	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0532	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0002_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0002_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	occipital-pole	2	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.5122	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0002_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0002_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	occipital-pole	2	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.5066	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0002_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0002_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	occipital-pole	2	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.504	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0002_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0002_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	occipital-pole	2	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.8612	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0002_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0002_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	occipital-pole	2	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.9098	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0002_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0002_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	occipital-pole	2	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0872	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0002_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0002_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	occipital-pole	2	mean-stimulation-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.074	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0002_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0002_stat-beta_contrast-mean-stimulation-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	occipital-pole	2	mean-stimulation-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.5178	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0002_stat-beta/randomise/network-occipital-pole/task-rest_network-occipital-pole_component-0002_stat-beta_contrast-mean-stimulation-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	lateral-visual	3	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.2868	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0003_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	lateral-visual	3	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.6776	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0003_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	lateral-visual	3	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.2412	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0003_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	lateral-visual	3	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.4616	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0003_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	lateral-visual	3	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.814	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0003_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	lateral-visual	3	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.9522	true	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0003_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-smith09RewardLateralVisualComp0003BothMinusVlpfcNegativeClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-smith09RewardLateralVisualComp0003BothMinusVlpfcNegativeClusterExtentCorrp_stat-corrp_statmap.json	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-smith09RewardLateralVisualComp0003BothMinusVlpfcNegativeClusterExtentCorrp_stat-stage2Beta_timeseries.tsv
none		smith09-reward	lateral-visual	3	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0484	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0003_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	lateral-visual	3	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.9338	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0003_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	lateral-visual	3	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.6992	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0003_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	lateral-visual	3	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.5022	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0003_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	lateral-visual	3	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.534	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0003_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	lateral-visual	3	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.72	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0003_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	lateral-visual	3	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.8084	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0003_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	lateral-visual	3	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.5106	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0003_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	lateral-visual	3	mean-stimulation-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.5332	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0003_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-mean-stimulation-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	lateral-visual	3	mean-stimulation-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.9312	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0003_stat-beta/randomise/network-lateral-visual/task-rest_network-lateral-visual_component-0003_stat-beta_contrast-mean-stimulation-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	sensorimotor	6	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.4578	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0006_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0006_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	sensorimotor	6	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.4838	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0006_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0006_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	sensorimotor	6	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.9576	true	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0006_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0006_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-smith09RewardSensorimotorComp0006BothMinusRtpjPositiveClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-smith09RewardSensorimotorComp0006BothMinusRtpjPositiveClusterExtentCorrp_stat-corrp_statmap.json	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-smith09RewardSensorimotorComp0006BothMinusRtpjPositiveClusterExtentCorrp_stat-stage2Beta_timeseries.tsv
none		smith09-reward	sensorimotor	6	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.247	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0006_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0006_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	sensorimotor	6	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.79	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0006_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0006_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	sensorimotor	6	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0638	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0006_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0006_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
none		smith09-reward	sensorimotor	6	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.472	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0006_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0006_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz			
none		smith09-reward	sensorimotor	6	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.2344	false	ok	derivatives/fsl/dual-regression_smith09-reward_denoised.dr/contrasts/component-0006_stat-beta/randomise/network-sensorimotor/task-rest_network-sensorimotor_component-0006_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz			
