sensitivity_label	analysis	network	component	condition_contrast	direction	participant	run	condition	dual_regression_label	stage2_beta
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-189	02	sham	subject00000	-0.31984
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-189	01	rtpj	subject00001	-0.796274
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-189	04	vlpfc	subject00002	-0.162166
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-189	03	both	subject00003	-0.168508
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-203	03	sham	subject00004	-0.978538
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-203	04	rtpj	subject00005	-1.207861
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-203	01	vlpfc	subject00006	-0.794705
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-203	02	both	subject00007	-0.485655
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-207	02	sham	subject00008	-1.787495
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-207	01	rtpj	subject00009	0.4404
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-207	04	vlpfc	subject00010	-0.679896
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-207	03	both	subject00011	0.135676
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-208	04	sham	subject00012	-0.569062
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-208	02	rtpj	subject00013	0.006141
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-208	03	vlpfc	subject00014	0.142604
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-208	01	both	subject00015	0.186425
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-209	01	sham	subject00016	-0.058459
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-209	03	rtpj	subject00017	-1.122219
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-209	02	vlpfc	subject00018	-1.519203
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-209	04	both	subject00019	0.887482
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-210	03	sham	subject00020	0.125063
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-210	04	rtpj	subject00021	-0.580566
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-210	01	vlpfc	subject00022	-0.347267
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-210	02	both	subject00023	0.199355
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-211	04	sham	subject00024	-0.465222
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-211	02	rtpj	subject00025	-0.494579
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-211	03	vlpfc	subject00026	-0.208138
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-211	01	both	subject00027	-0.273656
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-213	01	sham	subject00028	-0.967252
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-213	03	rtpj	subject00029	-0.547577
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-213	02	vlpfc	subject00030	-0.533466
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-213	04	both	subject00031	-0.664667
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-214	04	sham	subject00032	-0.853411
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-214	02	rtpj	subject00033	0.586788
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-214	03	vlpfc	subject00034	-0.4754
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-214	01	both	subject00035	0.371523
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-215	02	sham	subject00036	-0.754489
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-215	01	rtpj	subject00037	-0.567887
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-215	04	vlpfc	subject00038	-0.866725
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-215	03	both	subject00039	-0.345077
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-217	03	sham	subject00040	-0.287095
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-217	04	rtpj	subject00041	-0.465416
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-217	01	vlpfc	subject00042	-0.258834
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-217	02	both	subject00043	0.892857
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-218	01	sham	subject00044	-0.85757
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-218	03	rtpj	subject00045	0.429046
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-218	02	vlpfc	subject00046	-0.114703
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-218	04	both	subject00047	0.158933
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-219	04	sham	subject00048	-0.799486
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-219	02	rtpj	subject00049	-1.386273
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-219	03	vlpfc	subject00050	-1.304394
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-219	01	both	subject00051	-0.451648
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-220	02	sham	subject00052	-0.605845
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-220	01	rtpj	subject00053	-0.843597
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-220	04	vlpfc	subject00054	-0.296538
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-220	03	both	subject00055	-0.583652
none	smith09-reward	primary-visual	1	both-minus-sham	positive	sub-221	02	sham	subject00056	-0.278382
